Date,Adj Close,Return,Return%,RAR
7/31/1985,11.54,0.014059754,1.405975395,
8/30/1985,11.44,-0.008665511,-0.866551127,
9/30/1985,10.96,-0.041958042,-4.195804196,
10/31/1985,11.44,0.04379562,4.379562044,
11/29/1985,12.2,0.066433566,6.643356643,
12/31/1985,12.38,0.014754098,1.475409836,
1/31/1986,12.14,-0.019386107,-1.938610662,
2/28/1986,12.81,0.055189456,5.518945634,
3/31/1986,13.44,0.049180328,4.918032787,
4/30/1986,13.67,0.017113095,1.711309524,
5/30/1986,14.1,0.031455743,3.14557425,
6/30/1986,14.26,0.011347518,1.134751773,
7/31/1986,13.73,-0.0371669,-3.716690042,
8/29/1986,14.01,0.020393299,2.039329934,
9/30/1986,13.31,-0.049964311,-4.996431121,
10/31/1986,13.6,0.021788129,2.178812923
11/28/1986,13.63,0.002205882,0.220588235
12/31/1986,12.61,-0.074834923,-7.483492296
1/30/1987,13.61,0.079302141,7.930214116
2/27/1987,14.39,0.057310801,5.731080088
3/31/1987,14.61,0.015288395,1.528839472
4/30/1987,14.13,-0.032854209,-3.285420945
5/29/1987,14.49,0.025477707,2.547770701
6/30/1987,15.04,0.037957212,3.795721187
7/31/1987,15.5,0.030585106,3.058510638
8/31/1987,16.31,0.052258065,5.225806452
9/30/1987,16.37,0.003678725,0.367872471
10/30/1987,12.25,-0.251679902,-25.16799023
11/30/1987,12.07,-0.014693878,-1.469387755
12/31/1987,11.42,-0.053852527,-5.385252693
1/29/1988,11.74,0.028021016,2.802101576
2/29/1988,12.69,0.080919932,8.091993186
3/31/1988,12.73,0.003152088,0.315208826
4/29/1988,13.07,0.026708562,2.670856245
5/31/1988,12.89,-0.013771997,-1.377199694
6/30/1988,13.57,0.052754073,5.275407292
7/29/1988,13.59,0.001473839,0.147383935
8/31/1988,13.32,-0.01986755,-1.986754967
9/30/1988,13.78,0.034534535,3.453453453
10/31/1988,13.88,0.007256894,0.725689405
11/30/1988,13.68,-0.014409222,-1.44092219
12/30/1988,13.06,-0.045321637,-4.532163743
1/31/1989,13.62,0.04287902,4.287901991
2/28/1989,13.9,0.020558003,2.055800294
3/31/1989,14.09,0.013669065,1.366906475
4/28/1989,14.72,0.044712562,4.47125621
5/31/1989,15.25,0.036005435,3.600543478
6/30/1989,14.96,-0.019016393,-1.901639344
7/31/1989,15.41,0.030080214,3.00802139
8/31/1989,15.8,0.025308241,2.53082414
9/29/1989,16.16,0.02278481,2.278481013
10/31/1989,15.22,-0.058168317,-5.816831683
11/30/1989,15.52,0.019710907,1.97109067
12/29/1989,15.6,0.005154639,0.515463918
1/31/1990,14.59,-0.06474359,-6.474358974
2/28/1990,14.77,0.012337217,1.233721727
3/30/1990,15.22,0.030467163,3.046716317
4/30/1990,14.78,-0.02890933,-2.890932983
5/31/1990,15.83,0.071041949,7.104194858
6/29/1990,16.09,0.01642451,1.642451042
7/31/1990,15.79,-0.018645121,-1.864512119
8/31/1990,13.66,-0.134895503,-13.48955035
9/28/1990,12.21,-0.106149341,-10.61493411
10/31/1990,11.92,-0.023751024,-2.375102375
11/30/1990,12.39,0.03942953,3.94295302
12/31/1990,12.03,-0.02905569,-2.905569007
1/31/1991,12.75,0.059850374,5.985037406
2/28/1991,13.79,0.081568627,8.156862745
3/28/1991,14.35,0.040609137,4.060913706
4/30/1991,14.81,0.032055749,3.205574913
5/31/1991,15.51,0.047265361,4.726536124
6/28/1991,14.84,-0.043197937,-4.319793681
7/31/1991,15.43,0.039757412,3.97574124
8/30/1991,16.02,0.0382372,3.823720026
