Date,Adj Close,Return,%Return,%RAR
1/31/1991,4.44,,,
2/28/1991,4.95,0.114864865,11.48648649,
3/28/1991,5.29,0.068686869,6.868686869,
4/30/1991,5.27,-0.003780718,-0.378071834,
5/31/1991,5.5,0.043643264,4.364326376,
6/28/1991,5.19,-0.056363636,-5.636363636,
7/31/1991,5.39,0.038535645,3.853564547,
8/30/1991,5.61,0.040816327,4.081632653,
9/30/1991,5.63,0.003565062,0.356506239,
10/31/1991,5.79,0.028419183,2.841918295,
11/29/1991,5.5,-0.050086356,-5.008635579,
12/31/1991,5.94,0.08,8,
1/31/1992,6.41,0.079124579,7.912457912,
2/28/1992,6.64,0.035881435,3.588143526,
3/31/1992,6.41,-0.034638554,-3.463855422,
4/30/1992,6.22,-0.029641186,-2.964118565
5/29/1992,6.29,0.011254019,1.125401929
6/30/1992,5.99,-0.047694754,-4.769475358
7/31/1992,6.21,0.03672788,3.67278798
8/31/1992,6.05,-0.025764895,-2.576489533
9/30/1992,6.16,0.018181818,1.818181818
10/30/1992,6.35,0.030844156,3.084415584
11/30/1992,6.79,0.069291339,6.929133858
12/31/1992,7.02,0.033873343,3.387334315
1/29/1993,7.29,0.038461538,3.846153846
2/26/1993,7.15,-0.01920439,-1.920438957
3/31/1993,7.37,0.030769231,3.076923077
4/30/1993,7.16,-0.028493894,-2.849389417
5/28/1993,7.47,0.043296089,4.329608939
6/30/1993,7.49,0.002677376,0.267737617
7/30/1993,7.56,0.009345794,0.934579439
8/31/1993,7.88,0.042328042,4.232804233
9/30/1993,8.1,0.027918782,2.791878173
10/29/1993,8.31,0.025925926,2.592592593
11/30/1993,8.07,-0.028880866,-2.888086643
12/31/1993,8.33,0.032218092,3.22180917
1/31/1994,8.64,0.037214886,3.721488595
2/28/1994,8.61,-0.003472222,-0.347222222
3/31/1994,8.17,-0.051103368,-5.110336818
4/29/1994,8.23,0.007343941,0.734394125
5/31/1994,8.16,-0.008505468,-0.85054678
6/30/1994,7.89,-0.033088235,-3.308823529
7/29/1994,8.03,0.01774398,1.774397972
8/31/1994,8.47,0.054794521,5.479452055
9/30/1994,8.45,-0.002361275,-0.236127509
10/31/1994,8.41,-0.004733728,-0.473372781
11/30/1994,8.08,-0.039239001,-3.923900119
12/30/1994,8.29,0.025990099,2.599009901
1/31/1995,8.21,-0.009650181,-0.965018094
2/28/1995,8.51,0.036540804,3.65408039
3/31/1995,8.69,0.021151586,2.115158637
4/28/1995,8.88,0.021864212,2.186421174
5/31/1995,9.05,0.019144144,1.914414414
6/30/1995,9.5,0.049723757,4.972375691
7/31/1995,10.05,0.057894737,5.789473684
8/31/1995,10.27,0.021890547,2.189054726
9/29/1995,10.44,0.016553067,1.655306719
10/31/1995,9.99,-0.043103448,-4.310344828
11/30/1995,10.38,0.039039039,3.903903904
12/29/1995,10.68,0.028901734,2.89017341
1/31/1996,10.69,0.00093633,0.093632959
2/29/1996,11.06,0.034611787,3.461178672
3/29/1996,11.27,0.018987342,1.898734177
4/30/1996,11.9,0.055900621,5.590062112
5/31/1996,12.37,0.039495798,3.949579832
6/28/1996,11.89,-0.038803557,-3.880355699
7/31/1996,10.89,-0.084104289,-8.410428932
8/30/1996,11.54,0.059687787,5.968778696
9/30/1996,11.97,0.037261698,3.726169844
10/31/1996,11.8,-0.014202172,-1.42021721
11/29/1996,12.31,0.043220339,4.322033898
12/31/1996,12.61,0.024370431,2.437043054
1/31/1997,12.9,0.022997621,2.299762094
2/28/1997,12.58,-0.024806202,-2.480620155
3/31/1997,11.99,-0.046899841,-4.689984102
4/30/1997,12.03,0.003336113,0.333611343
5/30/1997,13.36,0.110556941,11.0556941
6/30/1997,14.06,0.05239521,5.239520958
7/31/1997,14.83,0.054765292,5.476529161
8/29/1997,15.16,0.022252192,2.22521915
9/30/1997,16.26,0.072559367,7.255936675
10/31/1997,15.54,-0.044280443,-4.42804428
11/28/1997,15.46,-0.005148005,-0.514800515
12/31/1997,15.71,0.016170763,1.617076326
1/30/1998,15.46,-0.015913431,-1.591343094
2/27/1998,16.62,0.075032342,7.503234153
3/31/1998,17.31,0.041516245,4.151624549
4/30/1998,17.39,0.004621606,0.462160601
5/29/1998,16.46,-0.053479011,-5.347901093
6/30/1998,16.44,-0.001215067,-0.121506683
7/31/1998,15.12,-0.080291971,-8.02919708
8/31/1998,12.21,-0.192460317,-19.24603175
9/30/1998,13.13,0.075348075,7.534807535
10/30/1998,13.68,0.041888804,4.188880427
11/30/1998,14.4,0.052631579,5.263157895
12/31/1998,15.3,0.0625,6.25
1/29/1999,15.48,0.011764706,1.176470588
2/26/1999,14.23,-0.080749354,-8.074935401
3/31/1999,14.44,0.014757554,1.475755446
4/30/1999,15.72,0.088642659,8.864265928
5/28/1999,15.98,0.01653944,1.65394402
6/30/1999,16.9,0.057571965,5.757196496
7/30/1999,16.53,-0.021893491,-2.189349112
8/31/1999,15.91,-0.037507562,-3.750756201
9/30/1999,15.89,-0.001257071,-0.125707102
10/29/1999,15.95,0.00377596,0.377595972
11/30/1999,16.9,0.059561129,5.956112853
12/31/1999,18.85,0.115384615,11.53846154
1/31/2000,18.53,-0.016976127,-1.697612732
2/29/2000,21.59,0.165137615,16.51376147
3/31/2000,20.15,-0.066697545,-6.669754516
4/28/2000,18.95,-0.05955335,-5.955334988
5/31/2000,17.85,-0.058047493,-5.80474934
6/30/2000,19.54,0.094677871,9.467787115
7/31/2000,18.85,-0.03531218,-3.531218014
8/31/2000,20.28,0.075862069,7.586206897
9/29/2000,19.68,-0.029585799,-2.958579882
10/31/2000,18.83,-0.043191057,-4.319105691
11/30/2000,16.89,-0.103027084,-10.30270844
12/29/2000,18.25,0.080521018,8.052101835
1/31/2001,19.21,0.05260274,5.260273973
2/28/2001,17.94,-0.0661114,-6.611140031
3/30/2001,17.07,-0.048494983,-4.849498328
4/30/2001,18.39,0.077328647,7.732864675
5/31/2001,18.84,0.024469821,2.446982055
6/29/2001,19.6,0.040339703,4.033970276
7/31/2001,18.59,-0.051530612,-5.153061224
8/31/2001,17.99,-0.032275417,-3.227541689
9/28/2001,15.56,-0.135075042,-13.50750417
10/31/2001,16.46,0.057840617,5.784061697
11/30/2001,17.74,0.077764277,7.776427704
12/31/2001,18.81,0.060315671,6.03156708
1/31/2002,18.61,-0.010632642,-1.063264221
2/28/2002,18.11,-0.026867276,-2.686727566
3/28/2002,19.56,0.080066262,8.006626173
4/30/2002,19.74,0.009202454,0.920245399
5/31/2002,18.89,-0.043059777,-4.30597771
6/28/2002,18.03,-0.045526734,-4.552673372
7/31/2002,15.32,-0.150305047,-15.03050471
8/30/2002,15.28,-0.002610966,-0.261096606
9/30/2002,14.18,-0.071989529,-7.19895288
10/31/2002,14.64,0.032440056,3.244005642
11/29/2002,16.09,0.099043716,9.904371585
12/31/2002,15.04,-0.065257924,-6.525792418
1/31/2003,14.63,-0.027260638,-2.72606383
2/28/2003,14.19,-0.030075188,-3.007518797
3/31/2003,14.36,0.011980268,1.198026779
4/30/2003,15.71,0.094011142,9.401114206
5/30/2003,17.21,0.095480586,9.548058561
6/30/2003,17.55,0.019755956,1.975595584
7/31/2003,18.49,0.053561254,5.356125356
8/29/2003,19.39,0.048674959,4.867495944
9/30/2003,19.07,-0.016503352,-1.650335224
10/31/2003,20.62,0.081279497,8.127949659
11/28/2003,21.4,0.037827352,3.782735209
12/31/2003,21.91,0.023831776,2.38317757
1/30/2004,22.77,0.039251483,3.925148334
2/27/2004,23.08,0.013614405,1.361440492
