
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
199906   7.53   3.58  10.38   2.11  10.89   2.56  11.96   3.58  11.46   3.08
199907   4.03   6.90   3.10   8.61   3.20   9.92   3.09   8.09   2.10   8.17
199908  -0.21   1.88  -1.27   3.26  -1.80   4.29  -2.47   6.21  -1.03   1.40
199909   1.93  -1.25   2.97  -1.38   3.39  -1.64   2.50  -1.33   2.44   4.85
199910   9.08  -1.26  13.51   1.46  14.69  -0.48  16.50  -1.04  14.88   6.43
199911  12.00   0.44  15.72   4.13  17.25   2.52  18.41   2.73  16.59  12.01
199912  20.66   9.88  23.92  11.20  25.09  10.04  25.99  12.27  24.57  16.11
200001  -1.35  -3.67   0.33  -4.97   1.25  -4.01   3.38  -3.60   0.18  -2.13
200002  11.50  -4.69  16.44   3.09  16.03   0.17  17.55  -2.23  16.92  29.32
200003   0.18   5.62  -1.13   6.27  -1.72   1.48  -1.52   2.71  -0.80  -5.51
200004  -1.14  -7.76  -1.07  -9.65  -0.81  -8.34  -0.61  -1.18  -0.45 -14.97
200005  -4.95   0.16  -6.45   4.74  -6.80   0.82  -7.50   1.47  -6.06  -0.75
200006  -0.74  -1.67  -1.33   1.36  -1.61  -0.93  -0.90   3.51  -1.61   5.47
200007  -5.96  -5.21  -6.69   2.20  -5.92  -5.24  -5.15  -2.73  -6.60  -9.77
200008  -0.16  -0.70  -0.12  -0.11   1.23   0.43   0.85  -0.62   0.65 -10.72
200009  -8.90  -3.76 -11.29   1.17 -12.70  -1.97 -11.80  -2.27 -12.02  -2.26
200010  -3.45  -2.86  -5.56  -1.37  -4.88  -3.45  -4.62   0.08  -5.66  -5.95
200011  -4.10   0.58  -6.61   5.32  -7.22   1.91  -7.37   2.56  -6.49 -22.31
200012   6.01  12.61   4.91  11.84   4.94  12.86   5.89  10.79   4.76  19.34
200101  -2.20   4.16  -2.30   0.23  -1.71   5.37  -3.07   5.79  -3.42   2.54
200102 -17.89   0.95 -22.12   0.87 -23.24   1.06 -23.19  -4.44 -22.70 -31.87
200103 -11.35 -10.23 -12.67 -10.85 -14.02 -10.76 -15.50  -9.93 -15.00 -18.15
200104  16.26   5.90  20.45   7.25  21.36  11.26  19.96  -0.05  19.39  12.19
200105  -5.90   1.11  -7.87  -0.79  -8.73   1.75  -6.25  -1.89  -6.37  -5.04
200106  -8.95  -4.71 -10.89  -2.04 -12.53  -5.11 -12.14  -2.72 -12.25 -23.54
200107  -0.02   2.31   0.21   0.35   0.48   1.43   0.01   2.31  -0.09 -12.90
200108  -9.24   5.03 -14.25   0.86 -15.90   3.69 -14.28   2.61 -14.48  16.10
200109 -10.34 -12.01  -9.81 -13.61  -8.88 -11.02 -10.63 -10.78 -10.92 -24.03
200110  10.54   4.83  14.62   5.82  14.95   6.08  15.44   3.75  14.64  34.82
200111   9.11   4.73  10.36   5.05  11.92   5.26  12.98   6.85  11.95   0.95
200112   4.28   2.27   3.95   1.43   3.21   2.85   2.74   5.38   2.87   0.01
200201  -6.96   1.11  -9.94   2.57  -7.75   4.62 -10.63  -0.63 -10.72  -8.56
200202   0.45   3.74  -1.45   4.27   0.15   4.80  -1.64   4.98  -2.38  -1.05
200203   3.07   5.83   2.76   3.71   4.35   1.62   2.72   5.16   2.41   2.98
200204  -9.26   1.21 -14.96   0.53  -9.43   2.96 -18.12   0.20 -16.92 -22.77
200205  -1.26   2.96  -4.52   6.76  -3.70   7.15  -4.69   3.01  -6.60  -9.59
200206   0.31   0.84  -0.01   0.02   3.72  -0.47  -1.31   2.61  -0.95  -8.86
200207 -12.61  -9.68 -13.89  -8.67 -11.79  -8.34 -13.72  -9.91 -13.15 -12.72
200208   1.86  -4.53   3.58  -2.74  -0.11  -2.63   2.09  -0.54   2.05  -5.66
200209 -10.53  -9.75 -10.24  -7.27  -7.97  -8.01 -11.02  -9.29 -13.30 -13.50
200210  13.46   7.03  17.81   6.82  15.21   6.78  20.67   3.81  24.31  18.15
200211  11.36   8.61  10.92   7.11  11.49   3.93  11.92  10.15  11.99  20.26
200212  -7.23   0.69  -8.81   2.35 -11.01   4.11 -11.83  -2.60  -9.92  -9.88
200301  -5.12   4.43  -6.30  -4.58  -6.05  -2.23  -5.74  -1.35  -6.81   5.95
200302  -2.57  -6.24  -2.41  -0.71  -4.21  -1.45  -4.35  -2.38  -4.24  -8.80
200303   0.11  -0.92   1.13  -0.29  -0.80  -2.07   0.59   0.06  -1.18  -0.19
200304  16.34  15.46  15.00  13.74  18.01  12.27  15.95  13.56  17.70  26.92
200305   5.38   9.92   4.93   6.59   6.31   7.27   4.47   5.76   6.46   7.31
200306  -0.78   5.26  -1.99   1.42  -1.66   4.41  -1.89  -1.13  -1.93   5.94
200307   1.72   9.84  -1.66   4.39  -1.07   3.77  -2.40   3.76  -1.93  12.74
200308   3.88   6.79   3.60   3.04   3.28   3.94   4.23   1.60   3.62   7.53
200309   1.74   3.06   0.70   4.78   0.98   3.53   1.28   5.51   1.58   0.94
200310   8.92  11.67   6.35   9.89   8.27   8.62   5.86  11.60   7.20  17.61
200311   4.17   3.96   5.10   3.45   4.16   4.45   5.41   7.41   3.36   3.66
200312   5.41   7.53   2.77   7.55   4.04   5.89   2.19   8.26   3.66   5.04
200401   5.92   2.83  10.48  -0.16   3.72   1.61   7.53  -0.08   8.80  12.70
200402   5.18   3.14  10.61   2.35   3.65   2.82   4.23   2.83   3.26  13.21
200403  -3.61  -1.70  -3.44  -1.91  -3.64  -1.76  -3.81  -2.70  -5.37  -3.03
200404  -7.26  -0.74 -10.19  -0.58  -1.58  -0.25 -11.82  -0.17 -12.72  -6.05
200405   0.88  -0.20   0.62   1.21   0.22   0.48  -0.25   0.23   0.99  -0.04
200406   3.97   4.62   3.95   4.70   3.94   4.32   4.19   3.97   3.03   5.22
200407  -4.57  -0.93  -8.31  -1.49  -1.94   0.62  -6.92  -1.63  -5.46  -5.69
200408   1.77   1.74   1.38   3.15   0.01  -0.26   2.62   4.04   1.77   0.01
200409   8.59   5.34  10.81   7.71   5.24   5.63   8.06   5.97   9.85  10.43
200410   3.73   4.50   2.21   4.06   3.08   3.77   5.04   5.03   5.28  -0.53
200411  11.34  12.54   9.95  12.65  10.93  11.85  10.44  12.99  10.71  13.92
200412   1.54   2.52   1.13   2.38   3.90   0.98   2.29   1.37   2.36   0.28
200501  -3.50  -3.95  -3.27  -4.34  -1.87  -4.54  -3.91  -3.13  -3.52  -1.30
200502   7.97   8.99   6.94  10.59   5.89   9.51   5.02   8.27   7.05   4.67
200503  -2.83  -2.95  -3.32  -2.55  -1.94  -3.14  -1.91  -2.64  -2.94  -2.51
200504  -3.30  -7.15  -0.82  -3.81  -2.18  -7.31  -0.66  -4.84  -4.54  -4.05
200505   2.28   0.43   3.96   1.02   3.48   0.31   4.68   1.80   3.33   6.48
200506   2.22   1.27   2.51   3.79   2.32   1.37   1.69   1.87   1.35   4.97
200507   4.25   4.96   2.55   6.64   5.50   5.03   2.34   4.68   2.94   9.76
200508   3.02   3.71   2.35   3.44   2.05   5.14   0.55   4.06   1.65   4.79
200509   2.66   1.37   3.99   1.91   2.73   0.04   3.06   3.82   1.22   2.30
200510  -4.55  -4.96  -5.33  -4.85  -4.97  -3.94  -5.62  -3.59  -5.34  -6.93
200511   1.61   2.80   0.62   1.55  -0.03   2.68   1.38   1.62   1.84   2.80
200512   6.99   7.82   6.28   8.81   6.53   6.75   6.37   5.70   6.74   4.39
200601   6.24   6.55   6.70   8.19   6.01   9.22   5.93   6.61   4.49  10.93
200602   0.47   1.73  -0.83   0.53   0.53   0.01   0.73   3.32  -0.47  -0.91
200603   8.28   9.88   9.45   6.87   7.66   8.22  10.93   7.01   8.55  11.41
200604   5.37   4.13   5.99   4.29   3.34   5.35   4.71   3.88   4.87   7.51
200605  -6.39  -6.84  -6.97  -5.92  -5.34  -4.84  -6.48  -5.70  -8.06  -4.49
200606  -0.58  -0.50   0.25   0.22   0.32   0.83  -1.27   0.95  -1.45   0.71
200607   0.15   2.42  -2.12   2.25   0.30   2.99  -2.83   3.64  -2.93  -4.35
200608   3.24   3.37   3.15   2.01   3.23   3.12   3.77   2.81   5.46  -0.34
200609   0.96   1.63  -0.42   1.40   3.05   2.41   0.16   3.15   0.93   0.74
200610   6.28   7.60   5.00   6.76   7.79   8.11   5.30   7.01   6.12   6.17
200611   5.08   5.21   4.57   6.00   3.78   5.59   5.67   3.75   4.81   5.64
200612   6.11   8.85   4.37   4.52   5.91   5.40   4.69   4.83   5.13   4.05
200701   2.89   3.49   3.22   3.35   3.20   3.06   1.53   3.10   0.46   0.48
200702  -1.37  -0.71  -1.43  -1.78  -2.65   1.74  -2.52   0.56  -3.13  -3.95
200703   5.06   3.36   6.65   4.82   4.09   5.89   5.03   4.91   3.40   8.42
200704   7.88   5.69  10.86   8.43   7.19   8.21   7.74   6.78   7.03   6.62
200705   0.41   0.14   0.48  -0.38  -0.69   2.84   1.03   1.33  -0.50  -0.67
200706   0.59  -1.66   0.22   0.74  -2.33   1.36  -1.04  -1.33   2.40   2.01
200707   0.77   0.40   2.00   2.25  -0.08  -0.90  -0.12  -1.26   0.45   2.11
200708  -1.49  -2.86   0.68  -1.34  -3.05  -4.34  -2.70  -4.28  -2.60  -9.15
200709   9.72   6.58  11.36  10.93   9.34   7.36  10.26   6.25   9.49  10.51
200710   1.89  -0.03   3.14   1.62   1.80  -0.08   0.19   2.81  -2.10   2.87
200711  -5.64  -7.80  -5.95  -5.01  -8.01  -9.14 -10.02  -6.96 -11.42  -8.39
200712  -1.74  -4.17  -1.30  -2.89  -1.87  -4.24  -1.94  -1.51  -3.03   0.64

     Value-Weight Local  Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
197501   9.21   6.97  10.73   7.34  11.14   6.87  10.93   5.45  11.95   4.80
197502   5.03   3.73   5.61   5.02   4.27   5.78   5.48   3.25   5.71  -8.00
197503  -1.74   0.27  -1.40  -2.39  -0.07  -1.71  -1.51  -1.94  -1.52  -1.30
197504   5.09   7.82   4.99   0.88  10.29   0.38   4.74   0.43  10.54  -2.50
197505  -3.32  -4.90  -2.05  -5.32  -3.22  -6.98   0.02  -5.44  -0.53  -3.90
197506   2.78   1.54   3.25   8.72   1.60  10.49   1.71   2.77   1.59   2.70
197507   4.30   4.32   4.03   4.64   2.53   5.33   4.38   5.04   3.40   0.00
197508  -2.00  -3.32  -3.90  -1.88   0.93  -2.84  -4.19  -2.51  -2.45   3.90
197509   1.28   1.83  -1.48   2.41   0.26   1.84  -0.74   4.20  -2.09  12.70
197510   1.36   2.22  -0.56   0.79   2.22  -1.08  -0.52   2.90   0.73 -11.20
197511  -0.81  -0.83  -2.22  -0.47  -0.62  -1.46  -2.71   1.37  -2.16  -5.10
197512   1.29   4.93  -0.96   1.96   0.76   0.69  -1.23   4.06  -0.96  -6.70
197601   6.95  10.30   7.31  10.33   4.32   6.91   5.81   9.10   6.12   0.92
197602  -0.29   0.38  -1.73   1.13  -0.72   0.42  -1.14   0.89  -3.13   2.16
197603   1.79   2.74   0.56   5.62   1.77   3.93   2.51   1.54   3.79  -3.94
197604   8.36   8.56   9.18   8.94   8.51  10.36   7.84   8.69   7.90  22.98
197605  -3.61  -4.83  -2.07  -7.23  -0.81  -5.97  -1.11  -3.77  -5.44  -1.89
197606   1.37   0.20   1.45   4.61   0.37   1.07   0.56  -1.29   3.80   4.62
197607   1.03   0.90   0.74   2.68  -0.10   2.46  -0.20   1.45   1.18  -5.40
197608  -5.10  -6.16  -4.18  -6.25  -6.13  -6.10  -5.71  -5.56  -4.85  -3.80
197609  -4.48  -9.99  -1.86  -8.07  -3.83 -10.28  -4.16  -6.56  -2.34  -1.30
197610  -8.19 -14.16  -5.99 -11.86  -3.77 -15.88  -3.83 -10.28  -5.57 -99.99
197611   3.19   1.90   5.21   4.28   3.61  -0.73   3.74   3.63   1.35 -99.99
197612   3.88   4.21   3.93   3.14   2.69   3.42   2.28   6.59   2.99 -99.99
197701  -4.91  -5.32  -4.57  -3.88  -3.60  -8.21  -6.89  -2.48  -3.84  -3.80
197702   7.40  10.49   4.85   7.53   6.17  10.02   7.70   5.67   6.58  16.12
197703   1.62   3.22   1.84   1.27   2.70   1.65   1.07   0.90   2.97  -5.03
197704  -2.31  -2.81  -4.13  -0.63  -2.89  -2.40  -1.78  -2.35  -1.36   1.99
197705  -1.77  -2.50   0.20   0.65  -3.45  -9.72  -0.46  -4.83   1.04  -1.63
197706  -7.21 -10.76  -4.19  -6.65  -7.39 -10.10  -8.28  -6.58  -6.01  -6.93
197707  -1.87  -3.69   0.18   0.02  -0.88  -1.18  -1.24   0.45  -2.70  -2.78
197708  -4.85  -6.14  -2.66   1.04  -6.61  -9.78  -5.43  -3.89  -0.43  -6.74
197709   5.50   5.78   5.34   7.31   2.47   3.23   6.87   4.32   4.65 -24.74
197710  -4.39  -3.39  -2.95  -3.42  -3.87  -6.17  -5.03  -2.32  -4.99  -2.00
197711  -5.38  -2.78  -5.71  -5.28  -1.94  -5.72  -6.96  -1.61  -8.67  -6.14
197712   6.09   7.52   6.28   7.17   5.37   7.25  10.01   5.98   4.15  24.62
197801   7.37  18.65   5.88   6.55   6.89  17.58   6.93  14.96   6.77  28.92
197802  -2.27  -4.15  -0.41  -1.77  -1.43  -3.54   0.18  -5.03   0.42 -10.73
197803   6.29  12.60   4.44   3.63   5.82  12.30   3.85  11.38   2.58  25.66
197804   5.16   3.83   6.45   5.61   4.24   3.80   4.86   4.66   9.23 -10.32
197805  -2.29  -5.88   1.99  -2.65  -6.01  -8.72  -1.15  -8.45  -4.02  -2.24
197806   1.20  -5.92   2.39  -2.46   0.28  -4.65   4.62  -5.98   3.71   9.11
197807   7.12  14.51   6.84  10.39   6.72  14.97   4.72  13.81   5.49  10.34
197808   2.54   4.03   3.46   5.20   1.91   1.56  -0.63   1.98   1.76   1.96
197809  -2.10  -4.23  -1.66  -2.02  -3.76  -1.91  -1.97  -3.25  -0.71  -2.86
197810  -6.86  -7.72  -5.60  -3.77  -9.44  -8.19  -5.31  -6.29  -6.77  -9.59
197811   2.34   2.76   1.72   3.79   1.68   5.37  -0.03   3.62   4.69  -2.80
197812   0.01  -2.41   0.65  -0.74   0.39  -5.25  -0.19  -2.71   1.63   2.09
197901   9.34  17.83   6.11   6.55  10.90  18.76   8.33  13.40   6.24  20.26
197902  -2.37  -1.72  -3.17  -4.28  -2.53  -1.72  -3.87  -3.93  -3.02   0.47
197903   1.04   1.24   0.75  -2.51   1.54   5.12   0.62   0.17   0.01   1.48
197904  -1.18  -4.96  -0.84  -1.97  -1.05  -1.56  -5.00  -2.12  -2.89  -3.58
197905   0.98   0.53   2.34  -1.93   3.71   0.72  -4.51  -0.38   3.03  -0.54
197906   2.22  -0.71   4.43  -2.23   4.65  -4.51  -1.83  -2.73  -2.17  -2.83
197907   1.77   5.48   0.64   2.26   3.29   2.86   3.87   5.16  -0.68   0.80
197908  -0.22   2.07  -0.35  -0.86   0.06   2.22  -2.02  -0.76   1.53   2.91
197909   3.35   3.40   3.45   1.64   1.98   3.43  -2.33   1.86  -1.21   7.90
197910   3.38   3.65   3.06   2.18   2.54   3.62  -1.17   1.03   5.02   7.84
197911   6.66   2.22   9.25   0.58  10.16   2.61   1.05   1.02   1.65   5.21
197912   1.00   2.15   1.82   1.56   2.84   4.43   1.03   3.11   0.62   3.16
198001   5.08  12.48   0.83   5.30   3.73  13.52   3.72   7.92   1.01  15.72
198002  -2.28   6.49  -3.98   1.28  -1.87   3.25   1.43   1.53  -2.91  10.11
198003  -7.61  -2.56  -7.92  -1.98  -6.04   0.05   2.15  -3.71  -8.60  -6.97
198004   3.60  -0.59   5.77   2.67   2.79  -2.25  -2.49   1.06   2.10  -0.97
198005   2.77  -4.32   3.93  -0.23   3.59  -4.24  -0.26  -0.57   5.07  -3.59
198006  -0.02  -3.06   2.00  -2.74  -0.62   0.19   2.03   0.48   2.11  -1.83
198007   0.22   0.03   0.32   0.53   0.30   0.01   0.66   1.12  -0.33  -1.22
198008  -3.76  -2.15  -3.87  -1.95  -4.79  -3.56  -0.52  -2.22  -2.57  -4.64
198009   3.76  -0.85   3.48   1.63   3.95   0.28  -2.41   1.23   2.46  -0.25
198010   5.64   5.64   5.04   5.74   3.26  13.70   4.45   8.12   3.83  -1.32
198011   4.76   9.65   4.06   8.25   6.29   9.20   7.56   7.20   2.95   4.80
198012   1.38   2.27   2.17   1.61   2.84   3.88   7.43   1.88   3.66   3.26
198101  -1.09   1.29  -3.60  -2.87   0.26  -0.95   0.74   0.16  -1.54  -1.00
198102   8.53  20.68   3.20  15.50   2.50  24.28   8.29  16.74   1.17  24.54
198103   3.23   4.85   4.45   7.48   2.44   7.43   4.53   4.12   3.26   2.49
198104  -2.48  -0.12  -3.02  -7.38  -1.16  -4.73  -3.55  -1.79  -3.31  -0.61
198105   3.38   0.05   3.10   0.76   5.52   3.04   9.97   1.49   3.18   7.62
198106  10.01  17.39   9.24  15.41   7.86  19.96   8.75  13.26   8.15  20.19
198107   7.64  11.41   7.46  10.65   4.81  13.66   2.17   5.76   6.59   4.52
198108   0.24  -0.24   2.07  -2.22   0.82  -1.62  -0.93   2.82  -1.25   1.80
198109  -6.51  -5.63  -4.81  -7.11  -5.63  -6.83  -4.97  -4.73  -4.93  -9.92
198110  11.08  10.47  11.91   7.25  15.43  12.36  14.00  11.00  12.38   1.14
198111   5.63   6.53   4.59   3.16   4.30   6.06   6.07   7.80   3.16  12.39
198112  -2.65  -2.83  -1.41  -1.82  -1.38  -2.46  -1.48  -2.65  -2.95  -6.77
198201   0.02   6.46  -2.65   7.54  -0.74   2.81   0.28   4.40  -2.31   2.17
198202  -1.50  -0.88  -2.22  -1.37  -1.04   1.08   0.54   1.37  -2.30   3.47
198203  -5.25  -6.61  -7.41  -4.53  -2.45  -5.26  -0.42  -4.64  -6.31  -8.06
198204  -3.35  -5.80  -1.26  -4.02  -3.62  -6.03  -6.09  -4.64  -0.74  -2.11
198205   2.77   0.53   4.34   0.24   4.55  -3.55   1.62   0.42   2.01   5.55
198206  -1.51  -5.07  -1.63  -0.23  -1.08  -0.86   3.08   0.20  -1.10  -4.13
198207   5.17   1.25   3.36   3.07   8.28   5.03   9.51   3.74   4.45   2.59
198208   1.42   0.76   3.90  -1.70   0.04  -0.34   0.76  -0.37   5.56   6.08
198209   4.59   3.31   2.65   4.95   5.78   5.02   5.84   2.86   2.31   1.70
198210  11.61   5.02  13.74   9.57  13.75   9.85  17.40  11.23  19.63  -0.26
198211  13.07   5.10  12.44   5.77  22.02   8.83  23.81   8.31  12.45   2.30
198212   5.63   5.93   3.07   4.93   5.98   9.02   9.18   5.82   3.35   8.98
198301  15.45  25.71  10.75  24.74  13.45  36.21  10.66  21.71  15.25  38.16
198302  19.46  22.34  19.31  20.50  20.69  16.58  17.81  17.46  17.12  34.00
198303   0.67   4.97   2.05  -1.58   3.61  -2.26   1.40  -1.91   1.88  31.72
198304  13.03   4.64  13.98  12.20  17.93   9.47  10.36   6.02  10.15   0.03
198305  -1.43  -2.13  -0.46  -3.53   1.25  -2.12  -2.53  -3.45  -1.17  -3.49
198306  -3.40   0.74  -3.49  -4.33  -4.67  -2.26  -5.10  -1.09  -4.98   0.42
198307   9.71  12.59   9.32  11.25   8.51   9.93   7.97  10.63   7.98  15.41
198308   4.71   9.77   3.89   3.41   2.37   5.19   4.21   5.32   3.37  33.47
198309  -2.01  -1.45  -2.05   1.35  -4.09  -4.25  -1.57   1.29  -1.56  -2.82
198310  -2.04  -1.86  -2.10  -0.52  -0.94   0.93  -3.70  -1.86  -3.14  -7.42
198311   6.88   6.83   6.92   7.33   5.27   6.49   3.53   8.91   5.33   4.69
198312  -2.02   1.90  -3.88   0.70  -2.05  -3.49  -4.06   0.93  -3.51  -7.69
198401  11.24  15.30   4.90  17.75   5.83  19.69   7.98  13.32   7.75  36.00
198402  -3.13  -1.27  -5.76  -1.92  -3.12  -2.09  -1.64   0.22  -6.98   1.46
198403   4.30   9.52   2.15   8.16   4.27   8.14   2.26   5.78   2.75  16.61
198404  -1.05  -0.01  -2.58  -2.43  -1.66  -2.28  -2.50  -0.64  -2.55   5.31
198405  -8.59  -6.59 -10.49  -6.40 -10.95  -5.59 -10.88  -6.40 -12.83 -13.13
198406   0.53   1.21   2.67   0.22   0.87   4.47   2.91  -0.26   0.95 -10.44
198407   2.41   1.59   0.81   6.16   1.16   5.83   0.46   0.70   3.15   7.02
198408   1.34  -2.02   4.98  -0.63   0.37  -2.46  -2.58  -1.07   4.89  -8.27
198409  -3.12  -6.04  -1.59  -4.10   1.24  -5.19   1.43  -5.63  -3.28  16.41
198410  -0.99  -0.51  -0.91  -0.27  -2.15  -1.37  -5.73   0.43  -0.93  -6.39
198411  -4.91  -3.54  -6.12  -3.36  -1.42  -4.99  -4.07  -1.25  -2.49 -10.81
198412   0.10   3.18  -4.47   4.29  -0.45   2.99  -1.54   2.72  -5.17   6.30
198501  10.45  10.54  10.69   9.05   9.78  11.57   9.83   9.49  12.08   4.46
198502  -2.78  -3.17  -5.13   0.08  -4.64   2.31  -6.22  -1.85  -5.39  -6.60
198503  -2.29  -0.99  -2.11  -4.06  -3.17  -2.19  -1.62  -0.55  -3.43  -3.57
198504   3.49   1.59   3.38   3.47   5.18   2.16   4.70   0.46   3.67   5.00
198505  -4.17  -2.15  -2.36  -9.03  -0.65 -12.80  -3.69  -2.68   0.95   8.71
198506  -3.10  -1.06  -2.49  -2.05  -3.70  -2.40  -2.45  -2.99  -5.79  -5.97
198507   5.08   1.40   7.67   6.10   5.58   4.83   5.54   3.48   6.94  -2.18
198508  -0.64   0.40  -3.03   1.33  -0.90   1.38  -3.18  -1.60  -2.15   9.50
198509   3.23   3.83   1.54   4.18   4.44   2.72   5.52   3.18   3.95 -99.99
198510   7.58   5.98   6.66  13.55   7.14   8.85   5.83   5.30   6.62 -99.99
198511  10.01   8.85   8.11  12.26   7.09  16.14  11.50   6.24   9.40 -99.99
198512   5.35   7.77   4.73   6.41   3.48   7.19   4.65   7.85   3.30 -99.99
198601   0.24   1.74  -1.32   0.13   1.54  -0.99   0.75   1.75   2.24 -99.99
198602   4.10   1.59   3.31   4.93   0.73   5.43  -0.45   7.98   1.59 -99.99
198603  10.57   7.72  10.93   9.24  10.31   7.02  10.22   9.82  10.00 -99.99
198604   4.66   1.19   1.42   7.23   1.40   6.29   3.31   1.47   1.59 -99.99
198605   5.49   2.54   6.60   9.67   3.07   7.21   4.67   2.29   3.65 -99.99
198606   2.36   2.18   5.56  -0.35   2.35   6.96   3.78   0.18   8.15 -99.99
198607  -0.11  -2.36   2.13  -0.23  -0.99  -1.33  -0.07   3.13   0.20 -99.99
198608   2.60   0.71   2.64   4.77   3.37   3.40   1.81   5.00   1.22 -99.99
198609  -0.89   4.39   1.14  -4.33   2.10   1.72   0.30   0.25   0.70 -99.99
198610   5.90   7.07   6.96   5.50   5.91   3.56   6.06   7.21   8.52 -99.99
198611  -2.97  -2.42  -1.63  -4.46  -1.26  -1.86  -0.58  -3.47  -1.61 -99.99
198612  -1.26  -1.71   0.40  -2.79  -0.96  -1.27   0.25  -2.32  -0.12 -99.99
198701  -9.65  -6.01  -7.64 -10.44  -9.98 -11.33  -8.61 -10.97  -6.77  -0.13
198702  12.92  12.11  14.22  11.20  15.97  15.07  15.76  12.54  14.54  -0.17
198703   3.96   6.28   4.77   3.40   7.33   3.20   4.85   3.18   3.88   4.41
198704   7.65  12.50   5.50   8.14   9.33  12.56   7.38   8.81   5.74  21.29
198705  -3.60  -2.40  -1.53  -4.98  -0.96  -4.91  -1.23  -4.94  -1.49   7.19
198706   2.72   0.67   1.48   3.47   0.75   2.63   1.18   1.58   2.26   6.45
198707   8.99   7.78   9.84  10.90   8.04  11.29   9.17  10.06  10.35  19.85
198708   4.21   2.35   1.99   4.33  -1.08   2.99   0.03   3.74   2.12   3.09
198709   4.69   6.34   1.97   7.76   2.11   8.72   1.49   6.91   1.37   9.85
198710 -21.67 -21.67 -20.54 -20.56 -19.62 -21.74 -21.68 -21.07 -21.02 -16.81
198711 -15.96 -14.15 -14.02 -19.03 -14.77 -19.42 -13.97 -14.13 -13.28 -31.76
198712   2.21  -0.89   4.02   2.58   3.69  -0.16   4.51   0.62   3.16  -1.14
198801   9.16   9.68   7.21   8.99   8.82  10.59   8.98   8.80   9.04   5.17
198802   2.90   4.09   0.03   1.89   2.01   3.99   0.92   2.57   1.20   4.53
198803   5.58   5.98   3.73   4.06   2.93   7.06   6.42   4.18   2.58  10.45
198804   3.38   4.72   1.81   4.85   3.26   5.53   1.67   4.68   2.55  -0.51
198805   4.61   2.78   4.95   3.56   4.90   2.72   4.66   3.52   4.84 -11.05
198806   1.21   0.33   0.02   0.57   0.57   0.07  -0.01   1.96  -0.86  -2.31
198807   3.76   4.50   4.48   4.73   6.18   4.76   4.54   4.59   4.95   5.27
198808  -4.81  -5.22  -6.21  -5.56  -5.33  -5.54  -5.25  -4.44  -5.98 -12.00
198809   3.18   5.02   2.57   4.79   1.18   5.74   1.65   3.79   3.10   2.40
198810   3.66   1.88   7.83   2.10   6.56   1.10   4.82   3.62   8.80   1.13
198811   1.96   1.65   1.78   3.76   2.89   2.66   1.05   2.87   2.58   6.09
198812   6.49   9.39   5.10   8.92   4.90   8.24   5.30   8.06   4.92  14.13
198901   6.94   7.37   6.40   5.98   6.20   6.40   6.18   7.13   4.74   4.59
198902   1.04   2.45  -0.94   1.97   1.09   1.86  -0.57   1.00  -0.61  -1.23
198903   5.94   6.70   4.01   7.32   4.92   9.07   4.68   6.39   4.69   8.43
198904   2.56   1.96   2.88   0.72   2.80   4.31   3.52   2.51   1.97   8.65
198905   2.23   3.07   4.86  -0.52   3.86   1.85   3.21   2.73   5.10   0.16
198906   3.71   2.43   3.33   2.01   4.71   4.44   3.68   1.53   4.67   1.83
198907   4.98   5.37   6.74   7.70   5.31   4.27   7.65   6.00   5.45   4.42
198908   0.49   0.99   0.66   2.77   0.73   2.37  -0.81   1.38   1.32  -3.19
198909  -4.17  -2.05  -4.48  -1.64  -5.62  -1.46  -4.45  -3.10  -5.81  -1.39
198910  -4.95  -5.80  -3.06  -5.46  -3.06  -5.40  -5.01  -6.31  -1.61 -12.11
198911   0.14  -1.50   0.65  -2.25   1.51  -1.55   1.24  -1.52   1.45   1.39
198912   6.22   5.97   6.32   6.61   5.56   7.78   6.60   4.76   7.20   7.20
199001   1.90   0.84   3.63   0.05   2.75   1.49   3.92  -0.28   3.64  13.44
199002  -2.31  -3.87  -2.72  -2.83  -1.92  -2.29  -3.01  -2.81  -2.99   7.88
199003  -0.92  -3.13  -0.58  -2.07   0.02  -1.27  -1.49  -2.04   0.50  -4.41
199004  -2.55  -1.99  -3.60  -2.27  -4.75  -2.81  -0.96  -2.17  -2.27 -14.21
199005   9.44   9.15   9.56   8.35  10.56   5.64  12.87   7.66  12.03   2.85
199006   1.22   3.50  -0.47   2.13  -0.74   1.59   0.67   0.92  -0.37  -2.30
199007   2.57   2.79   2.35   3.01   1.78   4.03   1.39   4.26   0.24   4.21
199008 -10.47 -12.62 -10.15 -14.06 -10.75 -11.22  -7.90  -9.85 -10.10 -15.62
199009 -16.55 -16.93 -18.29 -17.09 -18.09 -14.85 -17.49 -15.58 -17.01 -16.14
199010   0.49  -2.51   0.39  -0.38   1.21  -4.72   5.72  -2.59   5.23   6.83
199011  -4.96  -6.91  -4.82  -7.21  -4.98  -5.80  -5.44  -7.06  -5.66  -5.38
