
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   --- Yld ---
          Mkt   High    Low   High    Low   High    Low   High    Low
200103  -6.11  -3.13  -6.63  -4.87  -6.10  -6.91  -5.41  -5.68  -7.47
200104   6.64   6.11   5.13   5.12   6.65   3.60   5.76   6.19   6.50
200105  -2.55  -6.78  -0.01   3.17  -3.84   3.21  -4.32  -2.08  -5.10
200106  -3.16  -5.44  -1.07   0.61  -4.59  -1.13  -4.62   0.65  -5.71
200107  -0.34  -0.29   0.31  -2.11  -0.43  -1.57  -0.25   1.83  -0.93
200108  -0.90  -1.82  -3.24   2.58  -3.10   2.51  -5.55   0.20  -4.45
200109  -7.71  -5.77  -5.73 -13.23  -3.98 -15.89  -1.41 -11.88  -3.94
200110   2.16   3.22   1.04   2.20   0.70   3.29   0.94   2.88   3.06
200111   2.10   7.71   0.02   5.98   0.47   6.85   2.46   4.61   2.16
200112   2.69   2.51   2.50   6.43   2.75   5.49   1.94   3.61   1.74
200201  -4.15 -11.34  -3.26  -1.80  -8.14  -6.49  -7.64  -1.30  -8.05
200202  -0.76  -5.29  -0.03   1.13  -1.62   2.83  -1.47  -3.27  -1.73
200203   4.84   2.71   3.03   9.62   1.49   9.48   1.09   7.75   2.61
200204   0.93  -3.92   0.98   5.49  -3.02   1.03  -3.58   6.17  -3.02
200205  -0.87  -0.17  -3.83   0.16  -5.34   2.88  -6.15  -0.42  -1.82
200206  -4.40  -7.17  -3.09  -6.57  -4.70  -4.99  -3.72  -7.48  -5.82
200207  -6.55  -2.85  -8.15  -6.66  -7.59 -10.35  -5.88  -5.00  -6.31
200208  -0.99   1.61  -2.81   1.40  -1.11  -0.16  -2.09  -1.54  -2.45
200209 -10.33 -15.24  -5.73 -10.25  -8.46 -12.28  -5.92 -11.42 -11.68
200210   8.01  13.43   6.63   2.85  11.18   5.35   9.05   8.36  14.27
200211   2.93   9.62   0.99   1.75   5.37   3.81   4.13   0.35   7.08
200212  -2.17  -2.08  -1.66  -0.90  -2.90  -3.22  -2.07  -3.66  -2.90
200301  -6.82  -2.55  -7.12  -3.98  -6.33  -1.19  -5.24  -8.39  -6.50
200302  -1.95  -1.37  -4.33  -5.42  -2.21  -9.74  -2.99  -7.35  -2.35
200303  -0.47  -1.98   0.90  -3.32   0.79  -1.64   0.55  -3.75   0.23
200304  10.57  12.49  10.95  18.26   8.71  15.28  10.93  17.94  11.98
200305   6.64  13.08   4.64   9.61   5.87  12.66   5.50  12.00   6.98
200306   0.88  -4.69   0.51   2.70  -0.86   3.84  -2.04  -1.07  -0.56
200307   1.01   1.97   0.23   6.38  -0.91   3.46  -0.85   8.69   0.72
200308  -0.84  -0.44  -0.36   2.26  -0.29   2.05  -0.32  -2.20  -2.22
200309   3.59   5.28   4.43   3.19   5.24   1.99   5.44   1.41   4.86
200310   7.11   7.82   6.99   9.98   6.16   9.95   7.04   9.40   7.21
200311   2.74   5.92   2.20   0.36   3.05  -1.88   4.30   0.48   3.14
200312   7.61   7.39   8.03   4.26   8.38   7.64   6.30   7.29   7.73
200401   0.59   3.03   0.30   1.58   0.43   2.06   0.41   3.16   2.31
200402   4.52   4.77   4.18   5.20   4.16   6.95   2.82   6.68   4.32
200403  -2.74  -3.32  -2.52  -0.98  -2.55  -1.34  -3.47  -3.48  -2.51
200404  -0.99  -1.03  -0.79  -1.96  -1.92  -2.43  -0.97  -2.01  -2.08
200405   2.07   0.31   1.73   0.59   2.20   3.08   1.57   2.59   1.04
200406   0.37  -1.04   0.61  -0.25   0.93   2.51  -0.14   2.66  -0.67
200407  -1.00  -0.99  -1.74  -1.53  -0.01  -2.51  -2.09  -1.54  -2.15
200408   0.15   1.76  -0.16   0.91  -0.89   0.22  -0.98  -0.40   0.17
200409   3.31   4.57   0.60   3.85   2.41   2.06   0.79   3.10   2.46
200410   2.85   5.20   2.12   2.10   2.05   4.02   1.62   2.99   3.74
200411   6.68   8.21   6.12   6.77   7.31   7.55   6.47   7.29   7.95
200412   3.63   3.62   3.91   9.20  -0.33   5.18   3.86   6.13   1.59
200501  -0.52  -1.03  -0.78   0.04   0.24   2.51  -1.18   0.33  -0.96
200502   4.26   3.07   4.84   2.85   6.79   3.80   6.07   2.66   4.28
200503  -3.02  -1.48  -3.07  -3.70  -2.88  -2.20  -2.95  -3.37  -2.23
200504  -1.20  -2.14   1.57  -2.37  -1.41  -1.70   1.30  -0.38  -2.31
200505  -0.92   0.14  -1.17  -1.23  -0.55   0.77  -0.75  -0.16  -1.08
200506   1.85  -0.22   0.37   3.91   1.85   2.42   0.19   1.98   0.29
200507   1.75   3.13   0.62  -0.26   4.85  -0.38   1.90   0.57   4.19
200508   2.93   4.81   3.15   1.38   3.31   2.90   2.77   0.80   4.52
200509   1.24   0.40   2.52   0.31   2.94   1.43   2.87   1.24   0.06
200510  -2.16   0.60  -2.05  -2.37  -3.66  -2.12  -1.94  -1.06  -2.24
200511   0.36  -4.11   1.03   1.78   1.42   2.04   0.99   1.48  -1.85
200512   3.80   4.33   4.93   4.00   3.29   5.69   5.05   3.26   4.90
200601   6.33   3.24   4.66   6.92   4.92   8.31   3.61   5.31   7.89
200602  -0.25   1.34  -0.36  -2.13   0.56  -6.36   0.44  -0.15  -0.65
200603   2.31   3.33   3.51   2.32   3.33   4.07   3.43   1.70   4.17
200604   6.18   4.95   7.05   6.35   6.70   8.38   6.44   5.94   6.74
200605  -2.39  -1.28  -1.79  -2.96  -2.85  -3.32  -2.36  -1.29  -2.11
200606   0.83  -1.04   1.63   0.15   2.28  -1.01   2.75   0.44   0.99
200607   2.37   3.20   1.51   2.17   1.68   2.59   1.91   2.16   2.18
200608   2.14   2.97   3.10   1.04   3.79  -0.96   3.73   2.06   2.98
200609  -0.10   2.71  -0.75   0.69  -0.23  -0.67  -0.68   1.33  -2.13
200610   5.16   7.29   4.01   5.38   3.11   6.14   2.63   5.68   5.80
200611   2.44   4.18   1.96   2.75   1.64   3.66   2.12   2.32   2.37
200612   3.01   5.52   1.98   3.41   2.38   1.37   1.64   3.22   2.57

     Value-Weight Local  Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   --- Yld ---
          Mkt   High    Low   High    Low   High    Low   High    Low
197501  53.09  50.82  51.61  52.12  52.20  55.48  51.47  46.01  54.67
197502  23.99  31.09  21.38  24.56  22.93  23.87  22.66  25.23  24.39
197503  -6.77  -7.10  -3.75 -10.04  -4.54  -9.34  -6.81  -8.36  -5.97
197504  18.24  17.73  19.77  18.35  20.31  18.73  15.41  13.35  18.37
197505   5.40  -1.24   4.16   9.60   3.31  11.60   4.78   1.77   2.89
197506 -10.94 -13.75 -13.18  -6.38 -16.46  -6.13 -13.44  -5.82 -12.58
197507  -2.45  -4.39  -1.47  -2.79  -1.24  -2.78  -2.03  -0.15  -3.25
197508  14.76  15.68  14.92  14.05  16.28  14.63  14.52  12.62  14.10
197509   2.08   4.06   1.67   2.30   2.24   3.06   1.91   2.81   1.35
197510   4.24   3.64   2.17   5.31   2.11   5.86   2.55   6.19   2.46
197511   0.85   2.74  -0.97   0.88  -0.31   2.57   0.83   2.97   0.89
197512   4.21   6.33   3.02   5.10   3.16   4.84   4.00   5.49   4.15
197601   9.49  14.95   8.13   9.76   8.00  11.00   6.77  11.38   7.18
197602  -3.07  -3.92  -3.67  -2.25  -3.37  -1.48  -2.09  -5.12  -2.78
197603  -0.72  -5.16  -1.07   1.39  -0.45   3.18  -0.94  -2.79  -0.16
197604   4.29   2.67   2.94   5.17   3.66   5.37   4.52   4.17   5.70
197605  -6.05  -7.09  -7.31  -5.61  -5.69  -6.33  -4.46  -7.85  -4.68
197606  -1.01   0.12  -0.47  -0.70  -1.02  -0.89  -1.03  -0.02  -2.19
197607  -2.85  -2.50  -1.66  -3.69  -2.42  -2.02  -2.86  -0.86  -3.52
197608  -4.33  -2.30  -4.02  -5.54  -3.24  -5.50  -4.23  -3.53  -5.65
197609  -5.31  -7.17  -7.57  -3.70  -5.24  -5.56  -3.59  -6.31  -2.91
197610  -9.70 -14.27 -11.11  -9.08  -7.19 -10.20  -6.20 -13.92  -4.99
197611   7.12   5.66   7.28   6.34   8.59   6.65   9.58   5.59   8.93
197612  18.65  21.48  19.24  17.70  17.32  19.12  17.75  16.34  17.60
197701   9.54  12.95   7.91   8.71  10.16  11.13   9.30  16.20   8.41
197702   2.84   1.87   2.86   3.44   4.08   1.08   3.14   4.60   2.84
197703   3.29   4.68   1.65   4.60   0.82   7.69   2.13   3.41   1.79
197704   3.36   0.78   5.28   0.82   5.17   2.46   6.90   3.49   6.38
197705   3.11   3.48   2.34   4.48   2.68   3.53   1.67   2.42   2.04
197706   3.25   2.95   4.46   1.87   2.44   2.96   3.29   2.28   4.26
197707  -2.23  -2.62  -2.03  -0.99  -2.62  -3.86  -0.93  -3.01  -2.18
197708  12.05  10.12  12.91  11.65  11.98  14.03  13.41  13.08  11.77
197709   8.53  12.73   7.43   8.18   7.88   5.96   6.86   8.77   5.50
197710  -2.84  -4.10  -3.08  -3.40  -2.43  -2.13  -1.34  -1.44  -2.97
197711  -4.34  -2.00  -4.81  -2.29  -4.25  -7.35  -3.95  -5.93  -4.05
197712   2.28   3.55   1.00   4.39   2.24   1.49   1.74   4.24   0.49
197801  -4.75  -3.07  -5.88  -4.05  -6.23  -3.68  -6.31  -0.98  -6.09
197802  -4.45  -3.57  -5.65  -1.98  -6.51  -2.19  -5.85  -3.00  -6.41
197803   7.01   6.22   6.82   6.93   7.48   6.90   7.48   6.29   7.13
197804   1.48   1.98   0.35   2.81   0.91   2.45   1.38   0.35   1.33
197805   4.72   4.54   3.09   4.07   4.18   5.28   4.34   5.43   5.43
197806  -2.52  -5.01  -1.25  -2.46  -2.36  -3.33  -0.78  -2.68  -1.50
197807   6.27   6.19   8.03   4.19   7.44   5.96   8.17   5.96   6.37
197808   3.22   2.81   3.68   3.47   1.99   1.99   3.19   3.41   4.38
197809  -0.12  -0.96  -0.11  -0.96   0.14   0.19   1.71   0.58   1.24
197810  -3.49  -1.61  -4.65  -2.34  -4.04  -3.39  -4.38  -4.19  -4.33
197811   2.38   2.71   1.85   2.44   2.57   2.26   1.03   1.32   2.57
197812  -0.76   0.41  -0.61  -0.56  -1.11  -1.88  -0.94  -0.94  -0.60
197901   1.67   3.08   0.44   3.34   0.77   3.51   1.48   2.64   1.13
197902   7.40   5.79   6.11   6.08   7.79   4.79   7.16   4.62   8.95
197903  12.65  10.13  16.34   9.15  16.11   7.42  17.25   6.26  16.33
197904   5.67   6.21   5.45   5.00   5.89   6.06   5.45   4.41   5.82
197905  -6.42  -6.37  -7.72  -5.13  -6.74  -4.88  -6.65  -3.68  -7.37
197906  -4.39  -5.45  -7.78  -5.51  -3.27  -7.18  -6.67  -5.88  -2.21
197907  -3.82  -3.72  -1.23  -3.80  -2.19  -3.47  -1.37  -3.36  -3.46
197908   4.39   4.25   5.36   5.19   2.91   7.27   4.18   4.79   1.94
197909   4.12   2.55   2.43   2.78   4.73   1.90   2.53   3.00   5.27
197910  -5.72  -6.64 -11.00  -7.82  -3.17  -8.93 -10.12  -5.86  -3.74
197911  -1.02  -2.10  -0.80  -0.22  -1.90  -2.36  -2.06  -3.16  -0.83
197912  -0.99   1.90  -1.75   3.31  -3.33   1.17  -2.94   3.05  -3.88
198001   9.34   8.52  10.02   7.87  11.58   8.41  11.90   7.61   9.60
198002   5.32   1.50   7.69   6.84   5.24   7.84   4.72   2.38   6.85
198003  -9.36  -7.72 -11.11 -12.10  -6.97 -11.60  -6.93  -6.68  -8.72
198004   3.95   6.30   2.90   1.89   5.84   1.15   4.13   5.75   2.53
198005  -1.94  -5.12  -0.32   0.25  -3.65   1.20  -3.69  -5.26  -2.18
198006  11.32  10.62  12.08   9.96  13.63   9.34  14.59  10.20  11.66
198007   4.57   3.71   4.58   1.58   8.18   1.87   6.94   5.23   3.94
198008   0.53  -0.78   0.98   0.02   1.41  -0.11   1.79  -0.86   0.92
198009   3.49   0.59   5.45   6.35   2.60   5.03   2.25  -0.13   5.34
198010   6.12   0.83   9.22  10.79   5.88  12.88   6.49   0.33  10.45
198011   1.16  -2.54   2.71   1.10   1.95   3.05   3.71  -3.16   0.87
198012  -5.66  -2.12  -6.94  -8.16  -2.81  -9.24  -2.62  -3.84  -5.74
198101  -0.72   0.07  -1.26  -2.79   1.31  -0.18   0.34  -2.83  -0.92
198102   5.00   8.73   3.82   3.52   5.08   4.87   5.96   6.28   4.58
198103   0.92   3.11  -1.18  -4.73   3.68  -2.99   4.10   0.62   1.89
198104   8.35  16.83   4.39   7.25   5.97   9.91   6.99  16.60   5.79
198105  -4.91  -6.20  -2.64  -1.68  -5.24  -3.16  -4.86  -6.50  -4.44
198106   1.72   3.25  -0.94  -3.30   4.14  -8.10   3.43   0.04   3.19
198107   0.61  -1.34   2.52   2.81   0.13   3.01  -0.74   0.43   1.20
198108   5.55   5.90   4.99   1.54   8.10   3.09   7.76   3.61   5.91
198109 -16.22 -12.56 -16.32 -14.21 -17.13 -15.16 -17.88 -11.84 -17.63
198110   3.28  -0.33   5.99   8.26   1.04   8.40   0.64   0.17   3.17
198111  11.59  13.81  10.62  10.82  12.70  11.29  12.89   9.53  12.46
198112  -0.47   0.87  -0.10  -1.44   0.97  -1.76   1.45   0.20   0.22
198201   4.88   8.17   6.48   0.18   6.75   1.61   6.97   2.84   5.49
198202  -4.88  -1.64  -4.96  -3.31  -5.17  -5.25  -5.51  -4.16  -6.03
198203   3.73  -0.54   5.68  -1.02   3.93   6.43   5.50  -0.54   4.82
198204   1.43  -2.21   1.71   2.91   2.04   6.00   2.57   2.30   2.41
198205   4.14   3.72   6.00   2.09   5.37   2.24   6.72   1.65   6.29
198206  -4.01  -4.39  -1.84  -6.36  -2.22  -7.70  -1.87  -6.03  -1.97
198207   3.84   0.99   6.38   1.37   5.53  -1.75   6.96  -0.16   6.40
198208   2.74  -1.14   2.55   3.42   1.91   8.21   2.55   4.36   2.24
198209   6.25  -0.71  12.95   1.43  11.03  -3.18  13.57   0.42  12.33
198210   2.35   6.85  -1.09   8.51  -0.82  10.25  -2.44  10.15  -2.48
198211   1.31   0.37   3.01  -1.25   2.46  -4.19   2.89  -1.88   3.07
198212   1.98  -0.23   0.87   2.46   0.52   0.20   0.05   1.53   0.55
198301   3.50   9.54  -1.36   6.76  -0.08   4.55  -2.35   9.42  -2.15
198302   1.03   3.25   2.34  -0.67   1.78   1.01   2.56   0.18   2.62
198303   3.75   5.70   0.73   8.57   2.31   9.93   1.26   7.32   1.69
198304   8.20   8.68   7.56   9.04   8.40  12.11   7.96  12.56   7.39
198305   0.36   3.45   1.40   0.58   1.74   0.76   1.65   0.45   1.51
198306   5.31   5.87   2.05  10.47   1.48  11.74   0.92  10.04   1.27
198307  -2.46  -2.86  -2.14  -4.14  -2.70  -3.53  -2.49  -5.76  -2.50
198308   1.18  -0.09  -0.96   2.79  -0.75   4.40  -2.15   3.40  -1.78
198309  -0.57   0.07  -1.14  -0.22  -1.05   0.09  -0.89   0.37  -0.79
198310  -1.81  -2.19  -1.77  -3.84  -0.89  -2.64  -2.23  -3.07  -1.95
198311   6.07  11.37   5.77   5.70   6.57   4.77   5.33   5.98   5.60
198312   1.65   3.81  -0.02   3.58  -0.18   1.84  -0.68   1.30  -0.59
198401   7.12   9.64   3.16  12.25   3.55  11.75   3.10  11.20   2.88
198402  -1.44  -0.06  -0.82  -1.69  -0.87  -1.43  -0.05  -1.88  -0.44
198403   6.90   4.68   8.77   4.24   9.25   6.66   8.97   6.23  10.31
198404   2.75   0.78   1.76   5.00   1.85   4.99   1.86   4.30   0.66
198405 -10.10 -11.01 -11.18  -8.19 -10.91  -7.69 -10.20 -10.38 -11.38
198406   2.39   4.67   3.61   0.65   2.79  -0.66   4.25   1.38   3.95
198407  -2.43   0.53  -1.71  -4.03  -0.01  -5.00  -1.77  -1.26  -2.53
198408   9.75   5.98  10.86  10.23   8.44  12.84  11.02   7.81  10.12
198409   2.93   2.74   2.31   5.09   0.71   4.57   3.60   4.07   2.40
198410   1.45   4.26   1.75  -0.25   2.45  -1.15   1.96   0.54   2.94
198411   3.10   1.81   3.94   2.19   3.53   3.88   3.69   3.04   3.52
198412   4.36   5.55   4.14   4.55   5.11   3.58   4.31   3.66   4.20
198501   4.75   6.80   3.24   8.82   3.00   9.18   1.08   8.95   2.03
198502  -1.23  -0.74  -1.22  -0.86  -0.88   0.65  -1.00  -0.65  -2.21
198503   1.43   1.65   3.04  -1.85   2.69  -0.99   0.36  -0.14   0.14
198504   1.52   1.68   2.17   0.79   2.01   1.30   2.72   2.68   2.64
198505   3.79   1.94   6.74   0.94   2.34   0.26   1.08   1.28   0.20
198506  -5.51  -2.24  -8.66  -0.57  -6.91  -3.40  -8.18  -1.16  -7.05
198507   2.30   2.40   5.11  -1.41   2.56  -0.18   3.84   1.68   1.65
198508   6.97   7.40   7.38   7.22   7.01   8.31   6.88   8.00   7.69
198509  -3.59  -2.83  -4.47  -4.29  -2.81  -4.45  -3.49  -2.95  -6.06
198510   7.32   8.13   6.29   6.97   8.36   4.81   7.98   7.58   8.46
198511   4.74   2.89   5.95   3.10   4.58   2.21   4.89   2.69   4.56
198512  -1.51  -1.71  -2.91   0.99  -1.89  -0.47  -1.73  -1.02  -1.01
198601   2.33   3.78   0.80   4.76   1.21   5.91   1.40   4.05   1.33
198602   8.45   5.74   8.06   5.27   8.83   4.78   8.76   5.30  11.41
198603   8.41   9.20   7.48  10.38   7.93   8.03   8.55   9.83   7.46
198604   0.51   0.90  -0.62  -0.12  -0.22  -0.74   0.25   0.66   1.45
198605  -2.98  -1.86  -3.43  -2.11  -4.20  -0.48  -2.76  -2.28  -2.80
198606   3.52   3.60   2.25   3.86   2.27   4.03   2.56   4.18   2.99
198607  -5.20  -3.10  -5.61  -3.57  -5.28  -2.97  -4.51  -3.22  -5.48
198608   6.44   8.37   6.47   9.86   5.78   9.97   5.69   9.20   5.41
198609  -5.70  -2.65  -8.72  -1.98  -8.59  -0.46  -7.38  -2.68  -8.31
198610   5.21   4.91   5.08   4.07   4.86   4.56   5.36   5.09   4.32
198611   1.44   1.42   0.40   1.25   0.67   1.28  -0.74   0.90   1.18
198612   2.80   4.58   2.70   4.26   3.47   4.18   2.15   4.39   1.46
198701   8.86   7.87   8.06   9.30  10.16   9.26   9.26   8.07   9.69
198702   9.51   3.57  14.43   4.39  13.09   5.10  14.85   4.47  13.68
198703   1.71   8.53  -1.43   5.40  -0.66   8.34  -2.09   7.23  -1.23
198704   2.63   3.06   0.59   0.63   1.87   3.98   1.54   3.91   2.38
198705   7.41   7.24   6.31   6.66   6.67   9.10   7.06   8.49   7.51
198706   4.80   8.34   3.15   6.03   5.43   4.70   2.95   5.63   4.58
198707   4.15   5.56   3.99   8.17   3.05   4.70   3.39   3.29   3.68
198708  -4.25  -4.72  -3.68  -4.27  -3.99  -4.68  -3.19  -4.19  -4.28
198709   5.64   5.83   6.61   5.93   7.75   3.94   5.75   3.72   6.38
198710 -26.22 -27.04 -27.83 -28.38 -28.28 -26.02 -28.44 -23.13 -28.47
198711  -9.27  -8.09  -9.39  -8.35  -9.71  -8.05  -9.50  -8.67 -10.69
198712   9.48   9.43   8.94  10.65   8.84   9.44   9.25   8.93   9.23
198801   5.33   6.03   5.18   4.82   6.07   5.78   5.36   5.97   5.77
198802  -0.71  -1.31  -0.42   0.49  -0.77  -0.72  -1.08  -1.12  -1.26
198803  -1.07   1.09  -2.68  -2.24  -0.71  -1.29  -1.67  -0.55  -1.54
198804   3.98   3.44   4.01   2.98   3.70   3.90   2.49   3.31   2.28
198805  -0.44  -0.12   0.43  -0.74   0.53  -1.87   0.05  -1.06  -0.24
198806   4.59   3.07   4.90   6.64   4.69   5.15   4.38   5.17   3.77
198807   0.54   1.55   0.23  -0.21   0.09   0.73   0.29  -0.07   0.76
198808  -5.14  -5.22  -5.67  -4.51  -5.57  -4.94  -5.34  -5.08  -5.74
198809   4.44   4.16   4.15   5.13   5.21   5.06   4.47   3.85   3.63
198810   2.42   2.61   1.82   3.92   1.59   2.81   1.73   1.98   2.98
198811  -3.09  -0.84  -5.56  -2.11  -4.98  -1.08  -5.92  -0.73  -5.37
198812   0.27  -0.24   0.94   0.84  -0.35   1.57  -0.42   0.66  -0.21
198901  14.77  14.33  14.26  17.07  13.27  15.81  14.31  15.11  13.48
198902  -1.41  -2.77  -0.65  -0.55  -2.71  -2.99  -1.20  -2.90   0.41
198903   4.14   4.45   5.33   4.11   4.84   5.53   4.37   4.92   3.60
198904   2.03   2.16   2.31   1.62   2.54   1.25   3.39   2.09   2.97
198905   0.83  -0.24   1.72   0.34   1.09   0.29   1.32  -0.05   3.41
198906   1.37   1.25   0.94   1.98   0.77   1.73   0.94   1.37  -0.60
198907   6.74   6.06   7.44   8.80   7.05   6.69   7.19   6.25   5.70
198908   3.60   2.44   6.98   2.69   5.14   1.73   6.92   3.20   5.57
198909  -2.93  -1.57  -3.84  -2.75  -3.06  -1.35  -4.18  -2.14  -3.62
198910  -6.75  -6.27  -5.20  -8.65  -5.49  -6.08  -7.42  -5.92  -6.94
198911   6.43   7.79   6.78   8.01   6.79   5.11   6.63   7.31   5.90
198912   6.59   8.82   4.88   5.92   6.59   8.67   5.80   7.51   4.75
199001  -2.80  -1.69  -3.85  -1.44  -4.31  -2.13  -4.09  -2.23  -4.01
199002  -3.21  -3.75  -2.88  -2.70  -3.31  -2.48  -2.18  -3.06  -2.32
199003   0.20   1.36   0.76   2.56   0.41  -1.06   1.06  -0.27   0.60
199004  -5.96  -6.64  -5.41  -5.26  -5.63  -6.58  -5.80  -7.49  -5.23
199005  11.84  11.28  11.60  12.74  11.90  12.38  11.56  11.75  11.75
199006   1.50   0.04   2.10  -1.67   1.87   1.71   2.24  -0.12   1.81
199007  -1.67  -0.27  -2.95  -2.98  -2.20  -2.52  -2.86  -1.38  -1.40
199008  -7.50  -8.59  -8.99 -11.29  -8.08  -4.46  -9.07  -5.31  -9.13
199009  -7.85 -10.62  -6.84 -11.48  -7.37  -8.40  -6.49  -9.62  -7.22
199010   3.75   5.96   3.40   4.48   4.32   1.86   3.68   2.71   4.84
199011   5.09   6.07   3.21   7.12   3.91   5.80   3.08   6.34   2.59
199012   0.32  -0.03   1.04   0.48   1.07  -0.81   0.85  -1.22   2.85
199101   1.32   1.65   2.24  -1.45   2.21  -0.74   3.00   1.59   1.97
199102  11.46  12.36  11.27  17.14   9.52  11.98  10.01  14.38   9.68
199103   3.97   3.01   6.08   4.09   4.98   4.52   5.21   4.92   4.87
199104   1.46   1.21   0.46   0.61   1.65   2.05   0.81   0.63   1.81
199105   0.53  -1.71   1.09  -1.45   0.75   1.73   1.83   0.08   1.69
199106  -2.94  -5.76  -1.63  -1.96  -1.51  -4.23  -2.10  -3.64  -2.35
199107   7.62   7.19   7.75   6.53   6.94   6.91   7.46   5.90   6.66
199108   2.77   3.16   3.47   2.76   2.04   3.72   2.14   3.05   2.86
199109  -0.12  -0.62   0.83   0.10  -0.41  -1.39   0.95  -0.20   0.65
199110  -1.56  -4.00   0.54  -2.05   0.44  -2.43   1.14  -3.62   1.73
199111  -5.36 -11.38  -3.04  -8.26  -3.80  -7.98  -3.34  -9.95  -3.60
199112   2.67  -1.24   5.40  -2.16   5.46  -2.86   6.89  -0.40   6.24
199201   3.78   4.95   4.70   2.72   2.76   2.50   4.84   3.13   4.32
199202   0.25  -0.96   0.34   1.40  -0.42  -0.23   0.92  -1.41   0.74
199203  -4.31  -5.16  -4.35  -4.69  -5.02  -4.98  -4.56  -4.59  -5.31
199204   9.89  16.56   7.61  11.07   7.48  12.03   6.91  14.58   6.83
199205   2.43   3.54   2.21   2.74   2.68   3.12   1.95   2.91   2.20
199206  -6.84  -8.75  -6.74  -6.45  -8.92 -10.78  -6.39 -12.59  -5.34
199207  -5.51 -10.75  -4.17  -4.86  -3.04  -4.46  -3.83  -6.84  -4.43
199208  -3.70  -6.01  -3.29  -2.09  -3.75  -2.43  -2.90  -5.77  -2.82
199209  10.20  12.17  10.66   6.69  11.50   7.55   9.57  12.15   8.69
199210   4.44   7.69   4.76   5.44   4.25   6.49   4.64   6.75   3.95
199211   5.20   6.42   4.50   6.75   4.13   5.85   4.36   4.65   4.83
199212   3.66   4.97   2.40   3.64   2.82   4.66   1.99   5.41   1.63
199301  -0.41   5.17  -2.65   1.44  -2.05   1.19  -3.37   5.42  -3.39
199302   2.36   5.53   0.52   4.67   0.89   5.85  -0.95   4.12   0.49
199303   1.07   3.90  -1.12   2.61  -1.52   4.20  -2.46   2.11  -2.23
199304  -1.21   0.82  -2.12  -1.98  -2.36  -2.11  -1.12   1.42  -0.82
199305   1.15   2.96   0.59   0.86   2.79   2.13   1.15   1.55   0.58
199306   2.45   2.44   1.25   0.86   1.45   2.39  -0.93   3.22   0.55
199307   1.71   3.12   0.66   3.79   1.08   2.74   1.48   3.81   0.30
199308   6.03   4.99   7.45   6.95   6.89   5.20   7.29   4.88   8.14
199309  -1.75   0.05  -3.87  -1.04  -1.10   0.87  -2.81   0.02  -3.91
199310   4.34   4.26   4.25   5.53   5.13   4.77   3.73   4.84   3.67
199311   0.07   0.58  -0.03  -1.26   0.33   0.79   1.56   0.44   0.36
199312   7.72   8.23   5.99   9.34   8.09   7.23   7.96   6.95   8.07
199401   3.36   5.58   2.70   2.12   5.72   4.50   2.92   4.37   3.32
199402  -4.19  -3.66  -3.77  -4.87  -5.17  -4.60  -2.02  -5.62  -3.84
199403  -6.42  -5.23  -7.04  -6.89  -7.21  -4.44  -6.49  -4.92  -7.82
199404   1.55   2.74   2.39  -1.08   2.99  -0.09   1.83  -0.77   1.78
199405  -4.92  -5.28  -6.18  -3.52  -7.05  -2.73  -6.61  -5.42  -5.45
199406  -1.59  -1.96  -2.01  -0.19  -2.62  -0.32  -2.44  -0.96  -2.85
199407   6.08   7.24   6.35   7.53   7.50   6.63   6.03   6.60   7.62
199408   6.05   5.53   5.79   7.83   5.09   6.40   6.24   5.11   4.51
199409  -6.90  -5.98  -7.94  -7.25  -6.02  -6.83  -6.06  -6.46  -6.34
199410   2.53   1.70   2.00   2.36   2.24   4.33   1.09   2.43   2.51
199411  -0.31  -0.99   0.40  -0.02   0.33  -0.92   0.98  -0.21  -0.54
199412   0.16  -0.15   0.25   1.76  -1.58   1.59  -0.25  -0.02  -1.22
199501  -2.37  -3.20  -1.98  -3.01  -3.23  -0.81  -2.99  -1.27  -2.92
199502   0.81   1.47   1.76   1.99  -0.61  -0.04   0.50   0.69  -0.68
199503   3.84   4.15   4.17   2.80   4.86   3.49   6.19   4.72   4.75
199504   2.91   2.91   2.81   3.90   2.70   3.07   2.28   2.46   2.49
199505   3.60   5.05   2.90   4.79   3.64   3.23   2.48   3.72   2.81
199506  -0.09  -1.76   2.48  -2.03   0.75  -0.68   2.36  -1.71   1.17
199507   5.49   6.39   4.15   6.98   6.26   4.75   5.24   3.40   6.57
199508   1.04   0.26   1.95   2.18   0.77   2.40   1.63   0.02   1.78
199509   1.27  -0.04   1.33   2.19   1.04  -0.94   1.62   0.09   0.72
199510   0.47  -1.03   2.21   3.51  -1.15  -2.56   0.85   0.74  -0.97
199511   3.93   4.75   2.82   5.15   5.28   3.33   2.89   3.28   3.86
199512   1.32   2.46   0.67   0.49   1.33   0.89   1.44   1.62   0.99
199601   2.33   2.32   3.11   4.00   2.78   2.35   2.28   2.62   2.48
199602  -0.13   1.67  -0.78   0.42  -1.09   2.29  -1.01   0.40  -0.32
199603   0.16   0.48  -1.19  -1.81   1.87   1.28   0.89  -1.24   3.15
199604   3.70   3.27   4.47   1.56   4.49   2.83   4.30   2.47   5.39
