
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   --- Yld ---
          Mkt   High    Low   High    Low   High    Low   High    Low
200108  -9.24   5.03 -14.25   0.86 -15.90   3.69 -14.28   2.61 -14.35
200109 -10.34 -12.01  -9.81 -13.61  -8.88 -11.02 -10.63 -10.78 -12.63
200110  10.54   4.83  14.62   5.82  14.95   6.08  15.44   3.75  14.59
200111   9.11   4.73  10.36   5.05  11.92   5.26  12.98   6.85  12.60
200112   4.28   2.27   3.95   1.43   3.21   2.85   2.74   5.38   3.66
200201  -6.96   1.11  -9.94   2.57  -7.75   4.62 -10.63  -0.63 -10.51
200202   0.45   3.74  -1.45   4.27   0.15   4.80  -1.64   4.98  -3.08
200203   3.07   5.83   2.76   3.71   4.35   1.62   2.72   5.16   2.89
200204  -9.26   1.21 -14.96   0.53  -9.43   2.96 -18.12   0.20 -16.76
200205  -1.26   2.96  -4.52   6.76  -3.70   7.15  -4.69   3.01  -6.68
200206   0.31   0.84  -0.01   0.02   3.72  -0.47  -1.31   2.61  -1.56
200207 -12.61  -9.68 -13.89  -8.67 -11.79  -8.34 -13.72  -9.91 -12.75
200208   1.86  -4.53   3.58  -2.74  -0.11  -2.63   2.09  -0.54   1.51
200209 -10.53  -9.75 -10.24  -7.27  -7.97  -8.01 -11.02  -9.29 -12.94
200210  13.46   7.03  17.81   6.82  15.21   6.78  20.67   3.81  23.68
200211  11.36   8.61  10.92   7.11  11.49   3.93  11.92  10.15  12.53
200212  -7.23   0.69  -8.81   2.35 -11.01   4.11 -11.83  -2.60 -10.79
200301  -5.12   4.43  -6.30  -4.58  -6.05  -2.23  -5.74  -1.35  -5.20
200302  -2.57  -6.24  -2.41  -0.71  -4.21  -1.45  -4.35  -2.38  -5.51
200303   0.11  -0.92   1.13  -0.29  -0.80  -2.07   0.59   0.06  -0.66
200304  16.34  15.46  15.00  13.74  18.01  12.27  15.95  13.56  19.71
200305   5.38   9.92   4.93   6.59   6.31   7.27   4.47   5.76   7.10
200306  -0.78   5.26  -1.99   1.42  -1.66   4.41  -1.89  -1.13  -1.62
200307   1.72   9.84  -1.66   4.39  -1.07   3.77  -2.40   3.76   1.11
200308   3.88   6.79   3.60   3.04   3.28   3.94   4.23   1.60   4.91
200309   1.74   3.06   0.70   4.78   0.98   3.53   1.28   5.51   0.93
200310   8.92  11.67   6.35   9.89   8.27   8.62   5.86  11.60   9.50
200311   4.17   3.96   5.10   3.45   4.16   4.45   5.41   7.41   2.68
200312   5.41   7.53   2.77   7.55   4.04   5.89   2.19   8.26   4.08
200401   5.92   2.83  10.48  -0.16   3.72   1.61   7.53  -0.08  11.13
200402   5.18   3.14  10.61   2.35   3.65   2.82   4.23   2.83   6.60
200403  -3.61  -1.70  -3.44  -1.91  -3.64  -1.76  -3.81  -2.70  -5.45
200404  -7.26  -0.74 -10.19  -0.58  -1.58  -0.25 -11.82  -0.17 -12.19
200405   0.88  -0.20   0.62   1.21   0.22   0.48  -0.25   0.23   1.16
200406   3.97   4.62   3.95   4.70   3.94   4.32   4.19   3.97   3.58
200407  -4.57  -0.93  -8.31  -1.49  -1.94   0.62  -6.92  -1.63  -7.37
200408   1.77   1.74   1.38   3.15   0.01  -0.26   2.62   4.04   1.40
200409   8.59   5.34  10.81   7.71   5.24   5.63   8.06   5.97  10.87
200410   3.73   4.50   2.21   4.06   3.08   3.77   5.04   5.03   3.08
200411  11.34  12.54   9.95  12.65  10.93  11.85  10.44  12.99  11.34
200412   1.54   2.52   1.13   2.38   3.90   0.98   2.29   1.37   1.27
200501  -3.50  -3.95  -3.27  -4.34  -1.87  -4.54  -3.91  -3.13  -3.25
200502   7.97   8.99   6.94  10.59   5.89   9.51   5.02   8.27   6.59
200503  -2.83  -2.95  -3.32  -2.55  -1.94  -3.14  -1.91  -2.64  -2.80
200504  -3.30  -7.15  -0.82  -3.81  -2.18  -7.31  -0.66  -4.84  -2.95
200505   2.28   0.43   3.96   1.02   3.48   0.31   4.68   1.80   4.50
200506   2.22   1.27   2.51   3.79   2.32   1.37   1.69   1.87   2.38
200507   4.25   4.96   2.55   6.64   5.50   5.03   2.34   4.68   3.93
200508   3.02   3.71   2.35   3.44   2.05   5.14   0.55   4.06   2.91
200509   2.66   1.37   3.99   1.91   2.73   0.04   3.06   3.82   2.46
200510  -4.55  -4.96  -5.33  -4.85  -4.97  -3.94  -5.62  -3.59  -6.52
200511   1.61   2.80   0.62   1.55  -0.03   2.68   1.38   1.62   2.06
200512   6.99   7.82   6.28   8.81   6.53   6.75   6.37   5.70   7.14
200601   6.24   6.55   6.70   8.19   6.01   9.22   5.93   6.61   5.02
200602   0.47   1.73  -0.83   0.53   0.53   0.01   0.73   3.32  -0.18
200603   8.28   9.88   9.45   6.87   7.66   8.22  10.93   7.01  10.14
200604   5.37   4.13   5.99   4.29   3.34   5.35   4.71   3.88   5.00
200605  -6.39  -6.84  -6.97  -5.92  -5.34  -4.84  -6.48  -5.70  -6.70
200606  -0.58  -0.50   0.25   0.22   0.32   0.83  -1.27   0.95  -0.64
200607   0.15   2.42  -2.12   2.25   0.30   2.99  -2.83   3.64  -3.22
200608   3.24   3.37   3.15   2.01   3.23   3.12   3.77   2.81   4.33
200609   0.96   1.63  -0.42   1.40   3.05   2.41   0.16   3.15  -0.08
200610   6.28   7.60   5.00   6.76   7.79   8.11   5.30   7.01   6.47
200611   5.08   5.21   4.57   6.00   3.78   5.59   5.67   3.75   5.02
200612   6.11   8.85   4.37   4.52   5.91   5.40   4.69   4.83   4.81

     Value-Weight Local  Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   --- Yld ---
          Mkt   High    Low   High    Low   High    Low   High    Low
197501   9.21   6.97  10.73   7.34  11.14   6.87  10.93   5.45  11.86
197502   5.03   3.73   5.61   5.02   4.27   5.78   5.48   3.25   5.52
197503  -1.74   0.27  -1.40  -2.39  -0.07  -1.71  -1.51  -1.94  -1.52
197504   5.09   7.82   4.99   0.88  10.29   0.38   4.74   0.43  10.40
197505  -3.32  -4.90  -2.05  -5.32  -3.22  -6.98   0.02  -5.44  -0.58
197506   2.78   1.54   3.25   8.72   1.60  10.49   1.71   2.77   1.58
197507   4.30   4.32   4.03   4.64   2.53   5.33   4.38   5.04   3.38
197508  -2.00  -3.32  -3.90  -1.88   0.93  -2.84  -4.19  -2.51  -2.38
197509   1.28   1.83  -1.48   2.41   0.26   1.84  -0.74   4.20  -1.97
197510   1.36   2.22  -0.56   0.79   2.22  -1.08  -0.52   2.90   0.57
197511  -0.81  -0.83  -2.22  -0.47  -0.62  -1.46  -2.71   1.37  -2.21
197512   1.29   4.93  -0.96   1.96   0.76   0.69  -1.23   4.06  -1.02
197601   6.95  10.30   7.31  10.33   4.32   6.91   5.81   9.10   6.08
197602  -0.29   0.38  -1.73   1.13  -0.72   0.42  -1.14   0.89  -3.02
197603   1.79   2.74   0.56   5.62   1.77   3.93   2.51   1.54   3.48
197604   8.36   8.56   9.18   8.94   8.51  10.36   7.84   8.69   8.26
197605  -3.61  -4.83  -2.07  -7.23  -0.81  -5.97  -1.11  -3.77  -5.31
197606   1.37   0.20   1.45   4.61   0.37   1.07   0.56  -1.29   3.85
197607   1.03   0.90   0.74   2.68  -0.10   2.46  -0.20   1.45   1.04
197608  -5.10  -6.16  -4.18  -6.25  -6.13  -6.10  -5.71  -5.56  -4.82
197609  -4.48  -9.99  -1.86  -8.07  -3.83 -10.28  -4.16  -6.56  -2.31
197610  -8.19 -14.16  -5.99 -11.86  -3.77 -15.88  -3.83 -10.28  -5.57
197611   3.19   1.90   5.21   4.28   3.61  -0.73   3.74   3.63   1.35
197612   3.88   4.21   3.93   3.14   2.69   3.42   2.28   6.59   2.99
197701  -4.91  -5.32  -4.57  -3.88  -3.60  -8.21  -6.89  -2.48  -3.85
197702   7.40  10.49   4.85   7.53   6.17  10.02   7.70   5.67   6.86
197703   1.62   3.22   1.84   1.27   2.70   1.65   1.07   0.90   2.70
197704  -2.31  -2.81  -4.13  -0.63  -2.89  -2.40  -1.78  -2.35  -1.26
197705  -1.77  -2.50   0.20   0.65  -3.45  -9.72  -0.46  -4.83   0.95
197706  -7.21 -10.76  -4.19  -6.65  -7.39 -10.10  -8.28  -6.58  -6.03
197707  -1.87  -3.69   0.18   0.02  -0.88  -1.18  -1.24   0.45  -2.71
197708  -4.85  -6.14  -2.66   1.04  -6.61  -9.78  -5.43  -3.89  -0.62
197709   5.50   5.78   5.34   7.31   2.47   3.23   6.87   4.32   3.79
197710  -4.39  -3.39  -2.95  -3.42  -3.87  -6.17  -5.03  -2.32  -4.98
197711  -5.38  -2.78  -5.71  -5.28  -1.94  -5.72  -6.96  -1.61  -8.62
197712   6.09   7.52   6.28   7.17   5.37   7.25  10.01   5.98   4.61
197801   7.37  18.65   5.88   6.55   6.89  17.58   6.93  14.96   8.51
197802  -2.27  -4.15  -0.41  -1.77  -1.43  -3.54   0.18  -5.03  -0.69
197803   6.29  12.60   4.44   3.63   5.82  12.30   3.85  11.38   4.52
197804   5.16   3.83   6.45   5.61   4.24   3.80   4.86   4.66   7.20
197805  -2.29  -5.88   1.99  -2.65  -6.01  -8.72  -1.15  -8.45  -3.89
197806   1.20  -5.92   2.39  -2.46   0.28  -4.65   4.62  -5.98   4.17
197807   7.12  14.51   6.84  10.39   6.72  14.97   4.72  13.81   5.94
197808   2.54   4.03   3.46   5.20   1.91   1.56  -0.63   1.98   1.77
197809  -2.10  -4.23  -1.66  -2.02  -3.76  -1.91  -1.97  -3.25  -0.91
197810  -6.86  -7.72  -5.60  -3.77  -9.44  -8.19  -5.31  -6.29  -7.13
197811   2.34   2.76   1.72   3.79   1.68   5.37  -0.03   3.62   4.04
197812   0.01  -2.41   0.65  -0.74   0.39  -5.25  -0.19  -2.71   1.67
197901   9.34  17.83   6.11   6.55  10.90  18.76   8.33  13.40   8.35
197902  -2.37  -1.72  -3.17  -4.28  -2.53  -1.72  -3.87  -3.93  -2.35
197903   1.04   1.24   0.75  -2.51   1.54   5.12   0.62   0.17   0.08
197904  -1.18  -4.96  -0.84  -1.97  -1.05  -1.56  -5.00  -2.12  -3.08
197905   0.98   0.53   2.34  -1.93   3.71   0.72  -4.51  -0.38   2.16
197906   2.22  -0.71   4.43  -2.23   4.65  -4.51  -1.83  -2.73  -2.31
197907   1.77   5.48   0.64   2.26   3.29   2.86   3.87   5.16   0.00
197908  -0.22   2.07  -0.35  -0.86   0.06   2.22  -2.02  -0.76   1.51
197909   3.35   3.40   3.45   1.64   1.98   3.43  -2.33   1.86   0.76
197910   3.38   3.65   3.06   2.18   2.54   3.62  -1.17   1.03   5.30
197911   6.66   2.22   9.25   0.58  10.16   2.61   1.05   1.02   2.51
197912   1.00   2.15   1.82   1.56   2.84   4.43   1.03   3.11   1.45
198001   5.08  12.48   0.83   5.30   3.73  13.52   3.72   7.92   2.79
198002  -2.28   6.49  -3.98   1.28  -1.87   3.25   1.43   1.53  -2.03
198003  -7.61  -2.56  -7.92  -1.98  -6.04   0.05   2.15  -3.71  -9.07
198004   3.60  -0.59   5.77   2.67   2.79  -2.25  -2.49   1.06   2.02
198005   2.77  -4.32   3.93  -0.23   3.59  -4.24  -0.26  -0.57   4.24
198006  -0.02  -3.06   2.00  -2.74  -0.62   0.19   2.03   0.48   1.58
198007   0.22   0.03   0.32   0.53   0.30   0.01   0.66   1.12  -0.37
198008  -3.76  -2.15  -3.87  -1.95  -4.79  -3.56  -0.52  -2.22  -2.98
198009   3.76  -0.85   3.48   1.63   3.95   0.28  -2.41   1.23   2.54
198010   5.64   5.64   5.04   5.74   3.26  13.70   4.45   8.12   3.17
198011   4.76   9.65   4.06   8.25   6.29   9.20   7.56   7.20   2.83
198012   1.38   2.27   2.17   1.61   2.84   3.88   7.43   1.88   3.22
198101  -1.09   1.29  -3.60  -2.87   0.26  -0.95   0.74   0.16  -1.54
198102   8.53  20.68   3.20  15.50   2.50  24.28   8.29  16.74   1.81
198103   3.23   4.85   4.45   7.48   2.44   7.43   4.53   4.12   3.12
198104  -2.48  -0.12  -3.02  -7.38  -1.16  -4.73  -3.55  -1.79  -3.20
198105   3.38   0.05   3.10   0.76   5.52   3.04   9.97   1.49   3.17
198106  10.01  17.39   9.24  15.41   7.86  19.96   8.75  13.26   8.60
198107   7.64  11.41   7.46  10.65   4.81  13.66   2.17   5.76   6.62
198108   0.24  -0.24   2.07  -2.22   0.82  -1.62  -0.93   2.82  -1.08
198109  -6.51  -5.63  -4.81  -7.11  -5.63  -6.83  -4.97  -4.73  -5.25
198110  11.08  10.47  11.91   7.25  15.43  12.36  14.00  11.00  11.85
198111   5.63   6.53   4.59   3.16   4.30   6.06   6.07   7.80   3.55
198112  -2.65  -2.83  -1.41  -1.82  -1.38  -2.46  -1.48  -2.65  -3.20
198201   0.02   6.46  -2.65   7.54  -0.74   2.81   0.28   4.40  -2.10
198202  -1.50  -0.88  -2.22  -1.37  -1.04   1.08   0.54   1.37  -2.02
198203  -5.25  -6.61  -7.41  -4.53  -2.45  -5.26  -0.42  -4.64  -6.42
198204  -3.35  -5.80  -1.26  -4.02  -3.62  -6.03  -6.09  -4.64  -0.81
198205   2.77   0.53   4.34   0.24   4.55  -3.55   1.62   0.42   2.19
198206  -1.51  -5.07  -1.63  -0.23  -1.08  -0.86   3.08   0.20  -1.26
198207   5.17   1.25   3.36   3.07   8.28   5.03   9.51   3.74   4.35
198208   1.42   0.76   3.90  -1.70   0.04  -0.34   0.76  -0.37   5.59
198209   4.59   3.31   2.65   4.95   5.78   5.02   5.84   2.86   2.28
198210  11.61   5.02  13.74   9.57  13.75   9.85  17.40  11.23  18.65
198211  13.07   5.10  12.44   5.77  22.02   8.83  23.81   8.31  12.02
198212   5.63   5.93   3.07   4.93   5.98   9.02   9.18   5.82   3.47
198301  15.45  25.71  10.75  24.74  13.45  36.21  10.66  21.71  15.43
198302  19.46  22.34  19.31  20.50  20.69  16.58  17.81  17.46  17.33
198303   0.67   4.97   2.05  -1.58   3.61  -2.26   1.40  -1.91   2.80
198304  13.03   4.64  13.98  12.20  17.93   9.47  10.36   6.02   9.84
198305  -1.43  -2.13  -0.46  -3.53   1.25  -2.12  -2.53  -3.45  -1.26
198306  -3.40   0.74  -3.49  -4.33  -4.67  -2.26  -5.10  -1.09  -4.58
198307   9.71  12.59   9.32  11.25   8.51   9.93   7.97  10.63   8.29
198308   4.71   9.77   3.89   3.41   2.37   5.19   4.21   5.32   4.12
198309  -2.01  -1.45  -2.05   1.35  -4.09  -4.25  -1.57   1.29  -1.34
198310  -2.04  -1.86  -2.10  -0.52  -0.94   0.93  -3.70  -1.86  -3.29
198311   6.88   6.83   6.92   7.33   5.27   6.49   3.53   8.91   5.30
198312  -2.02   1.90  -3.88   0.70  -2.05  -3.49  -4.06   0.93  -3.47
198401  11.24  15.30   4.90  17.75   5.83  19.69   7.98  13.32   9.14
198402  -3.13  -1.27  -5.76  -1.92  -3.12  -2.09  -1.64   0.22  -6.41
198403   4.30   9.52   2.15   8.16   4.27   8.14   2.26   5.78   3.39
198404  -1.05  -0.01  -2.58  -2.43  -1.66  -2.28  -2.50  -0.64  -2.02
198405  -8.59  -6.59 -10.49  -6.40 -10.95  -5.59 -10.88  -6.40 -13.30
198406   0.53   1.21   2.67   0.22   0.87   4.47   2.91  -0.26  -0.05
198407   2.41   1.59   0.81   6.16   1.16   5.83   0.46   0.70   3.32
198408   1.34  -2.02   4.98  -0.63   0.37  -2.46  -2.58  -1.07   3.93
198409  -3.12  -6.04  -1.59  -4.10   1.24  -5.19   1.43  -5.63  -2.57
198410  -0.99  -0.51  -0.91  -0.27  -2.15  -1.37  -5.73   0.43  -1.29
198411  -4.91  -3.54  -6.12  -3.36  -1.42  -4.99  -4.07  -1.25  -3.36
198412   0.10   3.18  -4.47   4.29  -0.45   2.99  -1.54   2.72  -4.53
198501  10.45  10.54  10.69   9.05   9.78  11.57   9.83   9.49  11.67
198502  -2.78  -3.17  -5.13   0.08  -4.64   2.31  -6.22  -1.85  -5.50
198503  -2.29  -0.99  -2.11  -4.06  -3.17  -2.19  -1.62  -0.55  -3.53
198504   3.49   1.59   3.38   3.47   5.18   2.16   4.70   0.46   3.84
198505  -4.17  -2.15  -2.36  -9.03  -0.65 -12.80  -3.69  -2.68   1.62
198506  -3.10  -1.06  -2.49  -2.05  -3.70  -2.40  -2.45  -2.99  -5.80
198507   5.08   1.40   7.67   6.10   5.58   4.83   5.54   3.48   6.25
198508  -0.64   0.40  -3.03   1.33  -0.90   1.38  -3.18  -1.60  -2.07
198509   3.23   3.83   1.54   4.18   4.44   2.72   5.52   3.18   3.95
198510   7.58   5.98   6.66  13.55   7.14   8.85   5.83   5.30   6.62
198511  10.01   8.85   8.11  12.26   7.09  16.14  11.50   6.24   9.40
198512   5.35   7.77   4.73   6.41   3.48   7.19   4.65   7.85   3.30
198601   0.24   1.74  -1.32   0.13   1.54  -0.99   0.75   1.75   2.24
198602   4.10   1.59   3.31   4.93   0.73   5.43  -0.45   7.98   1.59
198603  10.57   7.72  10.93   9.24  10.31   7.02  10.22   9.82  10.00
198604   4.66   1.19   1.42   7.23   1.40   6.29   3.31   1.47   1.59
198605   5.49   2.54   6.60   9.67   3.07   7.21   4.67   2.29   3.65
198606   2.36   2.18   5.56  -0.35   2.35   6.96   3.78   0.18   8.15
198607  -0.11  -2.36   2.13  -0.23  -0.99  -1.33  -0.07   3.13   0.20
198608   2.60   0.71   2.64   4.77   3.37   3.40   1.81   5.00   1.22
198609  -0.89   4.39   1.14  -4.33   2.10   1.72   0.30   0.25   0.70
198610   5.90   7.07   6.96   5.50   5.91   3.56   6.06   7.21   8.52
198611  -2.97  -2.42  -1.63  -4.46  -1.26  -1.86  -0.58  -3.47  -1.61
198612  -1.26  -1.71   0.40  -2.79  -0.96  -1.27   0.25  -2.32  -0.12
198701  -9.65  -6.01  -7.64 -10.44  -9.98 -11.33  -8.61 -10.97  -7.09
198702  12.92  12.11  14.22  11.20  15.97  15.07  15.76  12.54  14.38
198703   3.96   6.28   4.77   3.40   7.33   3.20   4.85   3.18   3.79
198704   7.65  12.50   5.50   8.14   9.33  12.56   7.38   8.81   6.22
198705  -3.60  -2.40  -1.53  -4.98  -0.96  -4.91  -1.23  -4.94  -1.12
198706   2.72   0.67   1.48   3.47   0.75   2.63   1.18   1.58   2.39
198707   8.99   7.78   9.84  10.90   8.04  11.29   9.17  10.06  10.43
198708   4.21   2.35   1.99   4.33  -1.08   2.99   0.03   3.74   1.90
198709   4.69   6.34   1.97   7.76   2.11   8.72   1.49   6.91   1.88
198710 -21.67 -21.67 -20.54 -20.56 -19.62 -21.74 -21.68 -21.07 -19.94
198711 -15.96 -14.15 -14.02 -19.03 -14.77 -19.42 -13.97 -14.13 -14.18
198712   2.21  -0.89   4.02   2.58   3.69  -0.16   4.51   0.62   2.96
198801   9.16   9.68   7.21   8.99   8.82  10.59   8.98   8.80   9.02
198802   2.90   4.09   0.03   1.89   2.01   3.99   0.92   2.57   1.11
198803   5.58   5.98   3.73   4.06   2.93   7.06   6.42   4.18   2.71
198804   3.38   4.72   1.81   4.85   3.26   5.53   1.67   4.68   2.39
198805   4.61   2.78   4.95   3.56   4.90   2.72   4.66   3.52   3.81
198806   1.21   0.33   0.02   0.57   0.57   0.07  -0.01   1.96  -1.14
198807   3.76   4.50   4.48   4.73   6.18   4.76   4.54   4.59   5.34
198808  -4.81  -5.22  -6.21  -5.56  -5.33  -5.54  -5.25  -4.44  -6.02
198809   3.18   5.02   2.57   4.79   1.18   5.74   1.65   3.79   2.76
198810   3.66   1.88   7.83   2.10   6.56   1.10   4.82   3.62   8.20
198811   1.96   1.65   1.78   3.76   2.89   2.66   1.05   2.87   2.68
198812   6.49   9.39   5.10   8.92   4.90   8.24   5.30   8.06   5.05
198901   6.94   7.37   6.40   5.98   6.20   6.40   6.18   7.13   5.16
198902   1.04   2.45  -0.94   1.97   1.09   1.86  -0.57   1.00  -0.28
198903   5.94   6.70   4.01   7.32   4.92   9.07   4.68   6.39   5.52
198904   2.56   1.96   2.88   0.72   2.80   4.31   3.52   2.51   2.79
198905   2.23   3.07   4.86  -0.52   3.86   1.85   3.21   2.73   4.47
198906   3.71   2.43   3.33   2.01   4.71   4.44   3.68   1.53   4.01
198907   4.98   5.37   6.74   7.70   5.31   4.27   7.65   6.00   5.62
198908   0.49   0.99   0.66   2.77   0.73   2.37  -0.81   1.38   1.40
198909  -4.17  -2.05  -4.48  -1.64  -5.62  -1.46  -4.45  -3.10  -5.12
198910  -4.95  -5.80  -3.06  -5.46  -3.06  -5.40  -5.01  -6.31  -3.44
198911   0.14  -1.50   0.65  -2.25   1.51  -1.55   1.24  -1.52   1.42
198912   6.22   5.97   6.32   6.61   5.56   7.78   6.60   4.76   7.72
199001   1.90   0.84   3.63   0.05   2.75   1.49   3.92  -0.28   3.78
199002  -2.31  -3.87  -2.72  -2.83  -1.92  -2.29  -3.01  -2.81  -2.23
199003  -0.92  -3.13  -0.58  -2.07   0.02  -1.27  -1.49  -2.04  -0.38
199004  -2.55  -1.99  -3.60  -2.27  -4.75  -2.81  -0.96  -2.17  -2.87
199005   9.44   9.15   9.56   8.35  10.56   5.64  12.87   7.66  11.91
199006   1.22   3.50  -0.47   2.13  -0.74   1.59   0.67   0.92  -0.19
199007   2.57   2.79   2.35   3.01   1.78   4.03   1.39   4.26   0.36
199008 -10.47 -12.62 -10.15 -14.06 -10.75 -11.22  -7.90  -9.85 -10.04
199009 -16.55 -16.93 -18.29 -17.09 -18.09 -14.85 -17.49 -15.58 -17.40
199010   0.49  -2.51   0.39  -0.38   1.21  -4.72   5.72  -2.59   6.05
199011  -4.96  -6.91  -4.82  -7.21  -4.98  -5.80  -5.44  -7.06  -6.15
199012  -0.11   0.15  -0.67   0.16  -0.92   1.84  -1.18  -0.51  -1.82
199101   5.43   7.49   4.61   5.48   2.28  10.21   4.99   9.43   2.71
199102  12.23  17.65  11.34  15.17  11.97  19.60   9.42  14.12  11.28
199103   4.05   4.79   3.38   5.77   3.69   6.35   3.97   7.13   2.85
199104  -3.38  -4.26  -2.53  -5.41  -2.64  -3.80  -1.95  -3.84  -3.06
199105   5.74   3.79   4.68   5.31   6.56   4.28   6.18   4.72   6.29
199106   0.91   2.02   0.84   2.91   0.77   2.10   0.70   1.81   0.18
199107   1.88   2.41   2.96   2.79   1.30   2.36   2.40   0.60   3.05
199108  -0.56  -2.88   1.80  -1.81   2.18  -0.55   2.15  -3.79   2.19
199109  -5.42  -5.87  -6.28  -5.44  -5.42  -3.95  -5.67  -7.23  -6.12
199110  -1.49  -3.79   0.67  -4.66  -0.40  -2.84   3.11  -6.65   1.09
199111  -6.66  -5.65  -9.32  -5.12  -9.51  -5.54  -5.75  -6.17  -8.23
199112  -1.73  -5.58  -0.77  -4.15  -0.74  -4.02  -0.24  -2.24  -1.22
199201   6.73  12.25   5.49   5.72   5.23  10.62   6.59  10.33   5.27
199202  -2.94  -4.31  -2.34  -3.55  -3.15   0.17  -1.43  -2.18  -3.83
199203   1.46   4.80  -1.01   4.11  -2.49   4.46  -2.46   2.98  -1.33
199204   0.14   1.52  -1.10   1.36  -1.64   2.44  -1.04   0.89  -0.70
199205   3.00  -0.72   4.03   1.99   4.35   5.88   4.93  -0.04   4.28
199206  -9.18 -10.04  -7.60  -9.91  -9.65  -8.85  -6.69 -11.49  -8.10
199207  -5.94  -8.66  -3.37  -6.58  -3.92  -6.97  -3.12  -7.98  -4.16
199208 -11.95 -19.55  -8.48 -12.95 -11.11 -11.94  -9.80 -17.00 -11.18
199209  -4.28  -9.07  -1.22  -4.58  -4.51  -4.50  -1.08  -7.20  -3.22
199210   2.55  -5.26   4.04   1.73   6.52   1.19   3.30  -2.17   9.01
199211  19.25  29.67  13.26  20.97  15.49  27.42  13.69  28.57  13.78
199212   1.25  -0.75   1.99   0.86   0.41   2.19   1.16   0.36  -0.99
199301   1.57  11.43  -0.02  12.44  -0.62   3.76   0.21   6.82  -0.63
199302   6.23   4.42   5.88   7.88   6.02   7.06   6.02   5.23   5.45
199303   1.37   4.27   0.76   3.12   0.84   1.33   0.46   4.23   1.24
199304   4.71  10.43   3.96   7.31   4.71   4.45   3.95   8.04   5.47
199305   3.33   8.67   3.42   5.57   4.28   5.86   5.62   3.20   3.61
199306   0.83   4.63   0.76   3.45   2.72  -2.21  -1.12   2.47   2.03
199307   7.62  16.22   4.58  19.95   2.95   9.83   5.49  16.19   5.16
199308   6.95  10.52   6.02   9.72   8.45   6.45   7.06  10.08   6.05
199309   0.25  -5.38   2.55  -6.17   2.24  -5.96   3.56  -4.21   2.30
199310   9.83  17.82   7.53  18.87   7.28  14.95   9.02  16.92   7.53
199311  -6.42  -5.39  -8.62  -4.77  -6.75   1.60  -9.52  -4.61  -8.56
199312   7.18   9.86   7.24   5.44   9.16   7.92   8.61   6.68   7.63
199401  13.25  19.34   8.81  15.30   8.66  19.36   7.98  15.73  12.02
199402  -2.40  -3.43  -1.56  -3.12  -0.24  -0.18  -2.34  -2.30  -3.83
199403  -7.26  -9.27  -4.31  -9.29  -0.96  -9.92  -6.92  -7.24  -7.65
199404   3.80   4.73   3.96   0.61   4.71   4.06   1.55   2.95   2.93
199405  -2.14  -1.88  -2.51  -0.53  -2.59   1.08   0.98  -3.13  -0.36
199406  -4.66  -4.53  -3.43  -6.71  -2.33  -5.80  -3.20  -5.71  -3.81
199407   7.24   8.01   7.88   5.05   7.74   6.25   7.18   4.86   7.44
199408  -1.55  -1.44  -0.20  -2.84  -0.18  -2.05  -0.44  -2.85  -1.61
199409  -3.43  -3.24  -3.63  -0.50  -5.30  -2.04  -2.93  -2.39  -3.39
199410   3.13   1.31   5.58   2.33   4.41   0.90   5.02   2.09   3.09
199411   0.32   0.90   0.44  -4.16   0.35  -0.75   0.14   1.06   0.70
199412   0.11  -0.92   0.34   3.26   1.79   1.23  -0.79  -0.04   0.34
199501   0.83   2.06   0.09   2.62   0.15   2.60  -0.59   3.36   0.11
199502  -0.94   0.06  -1.84   0.72  -1.54   2.76  -1.36  -0.48  -0.94
199503  -4.75  -8.23  -1.50  -7.41  -2.96  -8.22  -1.47  -5.94  -5.00
199504   7.99   7.13   7.84   6.93   7.08   7.78   7.96   6.52   7.79
199505   2.84   4.79   3.97   1.57   4.61  -0.75   3.16   2.65   2.82
199506   3.20   0.50   4.74   1.11   4.18  -0.18   6.15   0.84   4.37
199507   5.50   5.41   5.05   6.06   4.09   6.31   6.04   5.65   4.86
199508   0.97  -3.92   3.59   1.52   3.32  -1.80   3.94  -1.35   2.59
199509   3.63   4.07   2.97   6.33   4.17   6.86   3.79   4.00   3.97
199510  -6.64  -5.21  -7.70  -2.19  -8.43  -8.05  -7.06  -1.73  -9.11
199511   1.08   3.20   1.41  -0.73   1.86  -1.66   1.60   0.06   0.89
199512  -1.92   0.77  -3.47   0.84  -5.43   0.08  -3.95  -0.62  -3.31
199601   3.09   2.09   5.12   0.29   5.39   0.61   5.06   3.73   4.23
199602   4.10   5.69   2.56   7.98   1.39  11.40   2.50   9.40   2.15
199603   0.88   0.44   1.49   0.17   0.50   1.37   1.64   0.03   0.29
199604   3.34   4.55   2.32   3.41   1.82   3.28   1.95   4.07   2.90
199605   2.20  -0.03   4.42   0.89   4.28   0.68   3.77   0.19   4.04
199606   0.10   2.36  -2.06   1.50  -2.36   1.52  -3.69   2.37  -1.48
199607  -3.55  -1.49  -4.77  -2.00  -4.43  -2.85  -4.00  -2.72  -3.15
199608   5.86   4.57   7.07   5.38   7.51   5.47   6.61   6.13   7.20
199609   3.76   3.72   3.58   3.20   3.99  -0.86   3.85   3.33   3.74
